Name,IsAlternative?,Party,IsChairperson?,Committee
"Ngele, Ms NJ",False,ANC,False,Transport
"Suka, Mr L",False,ANC,False,Transport
"Kganare, Mr DA",True,COPE,False,Transport
"Mbhele, Mr PD",False,COPE,False,Transport
"Krumbock, Mr GR",False,DA,False,Transport
"Ollis, Mr IM",False,DA,False,Transport
"Gaehler, Mr LB",False,UDM,False,Transport
"Bhengu, Ms P",False,ANC,False,Water Affairs and Environmental Affairs
"De Lange, Adv JH",False,ANC,True,Water Affairs and Environmental Affairs
"Dlomo, Ms BJ",False,ANC,False,Water Affairs and Environmental Affairs
"Huang, Mr SB",False,ANC,False,Water Affairs and Environmental Affairs
"Manganye, Ms J",False,ANC,False,Water Affairs and Environmental Affairs
"Skosana, Mr JJ",False,ANC,False,Water Affairs and Environmental Affairs
"Tsotetsi, Ms D",False,ANC,False,Water Affairs and Environmental Affairs
"Dikobo, Mr KJ",True,AZAPO,False,Water Affairs and Environmental Affairs
"Ferguson, Ms BD",False,COPE,False,Water Affairs and Environmental Affairs
"Koornhof, Mr NC",True,COPE,False,Water Affairs and Environmental Affairs
"Wenger, Ms M",False,DA,False,Water Affairs and Environmental Affairs
"Greyling, Mr LW",False,ID,False,Water Affairs and Environmental Affairs
"Makhuba, Ms HN",True,IFP,False,Water Affairs and Environmental Affairs
"Zikalala, Ms CN",True,IFP,False,Water Affairs and Environmental Affairs
"Holomisa, Mr BH",True,UDM,False,Water Affairs and Environmental Affairs
"Kekana, Mr CD",False,ANC,False,"Women, Youth, Children and People with Disability"
"Maduna, Ms P",False,ANC,False,"Women, Youth, Children and People with Disability"
"Ramodibe, Ms DM",False,ANC,True,"Women, Youth, Children and People with Disability"
"Tlake, Ms MF",False,ANC,False,"Women, Youth, Children and People with Disability"
"Tseke, Ms GK",False,ANC,False,"Women, Youth, Children and People with Disability"
"Diemu, Ms BC",False,COPE,False,"Women, Youth, Children and People with Disability"
"Lamoela, Ms H",False,DA,False,"Women, Youth, Children and People with Disability"
"More, Ms E",False,DA,False,"Women, Youth, Children and People with Disability"
"Paulse, Ms SU",False,ID,False,"Women, Youth, Children and People with Disability"
"Makhuba, Ms HN",True,IFP,False,"Women, Youth, Children and People with Disability"
"van der Merwe, Ms LL",True,IFP,False,"Women, Youth, Children and People with Disability"
"Boroto, Ms MG",False,ANC,False,NCOP Appropriations
"Chaane, Mr TE",True,ANC,True,NCOP Appropriations
"De Beer, Mr CJ",False,ANC,False,NCOP Appropriations
"Digkale, Ms MC",False,ANC,False,NCOP Appropriations
"Faku, Ms S",False,ANC,False,NCOP Appropriations
"Mashile, Mr BL",False,ANC,False,NCOP Appropriations
"Memela, Ms TC",False,ANC,False,NCOP Appropriations
"Mokgoro, Mr GG",False,ANC,False,NCOP Appropriations
"Montsitsi, Mr SD",False,ANC,False,NCOP Appropriations
"Bloem, Mr DV",False,COPE,False,NCOP Appropriations
"Feldman, Mr DB",False,COPE,False,NCOP Appropriations
"Makhubela, Mr MW",False,COPE,False,NCOP Appropriations
"Joseph, Mr D",False,DA,False,NCOP Appropriations
"Lees, Mr RA",False,DA,False,NCOP Appropriations
"Zulu, Prince M",False,IFP,False,NCOP Appropriations
"Chaane, Mr TE",True,ANC,False,NCOP Co-operative Governance and Traditional Affairs
"Matila, Mr AG",False,ANC,False,NCOP Co-operative Governance and Traditional Affairs
"Mofokeng, Mr TM",True,ANC,False,NCOP Co-operative Governance and Traditional Affairs
"Mokgobi, Mr MH",False,ANC,True,NCOP Co-operative Governance and Traditional Affairs
"Nesi, Mr B",False,ANC,False,NCOP Co-operative Governance and Traditional Affairs
"Nzimande, Mr LP",False,ANC,False,NCOP Co-operative Governance and Traditional Affairs
"Rantho, Ms DZ",False,ANC,False,NCOP Co-operative Governance and Traditional Affairs
"Bloem, Mr DV",False,COPE,False,NCOP Co-operative Governance and Traditional Affairs
"Plaatjie, Mr SH",False,COPE,False,NCOP Co-operative Governance and Traditional Affairs
"Bekker, Mr JM",False,DA,False,NCOP Co-operative Governance and Traditional Affairs
"Manzini, Mr VM",False,DA,False,NCOP Co-operative Governance and Traditional Affairs
"Gunda, Mr JJ",False,ID,False,NCOP Co-operative Governance and Traditional Affairs
"Zulu, Prince M",False,IFP,False,NCOP Co-operative Governance and Traditional Affairs
"Adams, Mr F",False,ANC,True,NCOP Economic Development
"Digkale, Ms MC",False,ANC,False,NCOP Economic Development
"Gamede, Mr DD",False,ANC,False,NCOP Economic Development
"Maine, Mr MC",False,ANC,False,NCOP Economic Development
"Mnguni, Mr BA",False,ANC,False,NCOP Economic Development
"Montsitsi, Mr SD",False,ANC,False,NCOP Economic Development
"Moshodi, Ms ML",False,ANC,False,NCOP Economic Development
"Ntwanambi, Ms ND",False,ANC,False,NCOP Economic Development
"Nyambi, Mr AJ",False,ANC,False,NCOP Economic Development
"Qikani, Ms AN",False,ANC,False,NCOP Economic Development
"De Beer, Mr O",False,COPE,False,NCOP Economic Development
"Sinclair, Mr KA",False,COPE,False,NCOP Economic Development
"Abrahams, Ms BL",False,DA,False,NCOP Economic Development
"Van Lingen, Ms EC",False,DA,False,NCOP Economic Development
"Boroto, Ms MG",False,ANC,False,NCOP Education and Recreation
"Magadla, Ms NW",False,ANC,False,NCOP Education and Recreation
"Mahlangu, Mr MJ",False,ANC,False,NCOP Education and Recreation
"Makgate, Ms MW",False,ANC,True,NCOP Education and Recreation
"Mashamaite, Mr TA",False,ANC,False,NCOP Education and Recreation
"Mncube,Ms BV",False,ANC,False,NCOP Education and Recreation
"Mofokeng, Mr TM",True,ANC,False,NCOP Education and Recreation
"Moshodi, Ms ML",False,ANC,False,NCOP Education and Recreation
"Rantho, Ms DZ",False,ANC,False,NCOP Education and Recreation
"Rasmeni, Ms RN",False,ANC,False,NCOP Education and Recreation
"Feldman, Mr DB",False,COPE,False,NCOP Education and Recreation
"Plaatjie, Mr SH",False,COPE,False,NCOP Education and Recreation
"De Villiers, Mr MJ",False,DA,False,NCOP Education and Recreation
"Faber Mr, WF",False,DA,False,NCOP Education and Recreation
"Gunda, Mr JJ",False,ID,False,NCOP Education and Recreation
"Zulu, Prince M",False,IFP,False,NCOP Education and Recreation
"Boroto, Ms MG",False,ANC,False,NCOP Finance
"Chaane, Mr TE",True,ANC,False,NCOP Finance
"De Beer, Mr CJ",False,ANC,True,NCOP Finance
"Digkale, Ms MC",False,ANC,False,NCOP Finance
"Faku, Ms S",False,ANC,False,NCOP Finance
"Mashile, Mr BL",False,ANC,False,NCOP Finance
"Memela, Ms TC",False,ANC,False,NCOP Finance
"Mokgoro, Mr GG",False,ANC,False,NCOP Finance
"Montsitsi, Mr SD",False,ANC,False,NCOP Finance
"Bloem, Mr DV",False,COPE,False,NCOP Finance
"Feldman, Mr DB",False,COPE,False,NCOP Finance
"Makhubela, Mr MW",False,COPE,False,NCOP Finance
"Joseph, Mr D",False,DA,False,NCOP Finance
"Lees, Mr RA",False,DA,False,NCOP Finance
"Gunda, Mr JJ",False,ID,False,NCOP Finance
"Zulu, Prince M",False,IFP,False,NCOP Finance
"Jacobs, Mr MP",False,ANC,False,NCOP Labour and Public Enterprises
"Mabija, Ms L",False,ANC,False,NCOP Labour and Public Enterprises
"Montsitsi, Mr SD",False,ANC,False,NCOP Labour and Public Enterprises
"Nyambi, Mr AJ",False,ANC,False,NCOP Labour and Public Enterprises
"Rasmeni, Ms RN",False,ANC,False,NCOP Labour and Public Enterprises
"Sibande, Mr MP",False,ANC,False,NCOP Labour and Public Enterprises
"Tau, Mr RJ",False,ANC,False,NCOP Labour and Public Enterprises
"Themba, Ms MP",False,ANC,True,NCOP Labour and Public Enterprises
"De Beer, Mr O",False,COPE,False,NCOP Labour and Public Enterprises
"Feldman, Mr DB",False,COPE,False,NCOP Labour and Public Enterprises
"Mlenzana, Mr Z",False,COPE,False,NCOP Labour and Public Enterprises
"Sinclair, Mr KA",False,COPE,False,NCOP Labour and Public Enterprises
"Bekker, Mr JM",False,DA,False,NCOP Labour and Public Enterprises
"Groenewald, Mr HB",False,DA,False,NCOP Labour and Public Enterprises
"Worth, Mr DA",False,DA,False,NCOP Labour and Public Enterprises
"Zulu, Prince M",False,IFP,False,NCOP Labour and Public Enterprises
"Mabe, Ms BP",False,ANC,False,NCOP Land and Environmental Affairs
"Mabija, Ms L",False,ANC,False,NCOP Land and Environmental Affairs
"Magadla, Ms NW",False,ANC,False,NCOP Land and Environmental Affairs
"Mokgobi, Mr MH",False,ANC,False,NCOP Land and Environmental Affairs
"Mokgoro, Mr GG",False,ANC,False,NCOP Land and Environmental Affairs
"Ntwanambi, Ms ND",False,ANC,False,NCOP Land and Environmental Affairs
"Qikani, Ms AN",False,ANC,True,NCOP Land and Environmental Affairs
"Sibande, Mr MP",False,ANC,False,NCOP Land and Environmental Affairs
"De Beer, Mr O",False,COPE,False,NCOP Land and Environmental Affairs
"Makhubela, Mr MW",False,COPE,False,NCOP Land and Environmental Affairs
"Mlenzana, Mr Z",False,COPE,False,NCOP Land and Environmental Affairs
"Plaatjie, Mr SH",False,COPE,False,NCOP Land and Environmental Affairs
"Van Lingen, Ms EC",False,DA,False,NCOP Land and Environmental Affairs
"Watson, Mr A",False,DA,False,NCOP Land and Environmental Affairs
"Worth, Mr DA",False,DA,False,NCOP Land and Environmental Affairs
"Gunda, Mr JJ",False,ID,False,NCOP Land and Environmental Affairs
"Zulu, Prince M",False,IFP,False,NCOP Land and Environmental Affairs
"Adams, Mr F",False,ANC,False,NCOP Petitions and Private Members Legislative Proposals
"Chaane, Mr TE",True,ANC,False,NCOP Petitions and Private Members Legislative Proposals
"Mashile, Mr BL",False,ANC,False,NCOP Petitions and Private Members Legislative Proposals
"Matila, Mr AG",False,ANC,False,NCOP Petitions and Private Members Legislative Proposals
"Mofokeng, Mr TM",True,ANC,False,NCOP Petitions and Private Members Legislative Proposals
"Mokgobi, Mr MH",False,ANC,False,NCOP Petitions and Private Members Legislative Proposals
"Montsitsi, Mr SD",False,ANC,False,NCOP Petitions and Private Members Legislative Proposals
"Nesi, Mr B",False,ANC,False,NCOP Petitions and Private Members Legislative Proposals
"Nyambi, Mr AJ",False,ANC,True,NCOP Petitions and Private Members Legislative Proposals
"Nzimande, Mr LP",False,ANC,False,NCOP Petitions and Private Members Legislative Proposals
"Rantho, Ms DZ",False,ANC,False,NCOP Petitions and Private Members Legislative Proposals
"Rasmeni, Ms RN",False,ANC,False,NCOP Petitions and Private Members Legislative Proposals
"Bloem, Mr DV",False,COPE,False,NCOP Petitions and Private Members Legislative Proposals
"Plaatjie, Mr SH",False,COPE,False,NCOP Petitions and Private Members Legislative Proposals
"Faber Mr, WF",False,DA,False,NCOP Petitions and Private Members Legislative Proposals
"Manzini, Mr VM",False,DA,False,NCOP Petitions and Private Members Legislative Proposals
"Gunda, Mr JJ",False,ID,False,NCOP Petitions and Private Members Legislative Proposals
"Zulu, Prince M",False,IFP,False,NCOP Petitions and Private Members Legislative Proposals
"Jacobs, Mr MP",False,ANC,False,NCOP Public Services
"Mabija, Ms L",False,ANC,False,NCOP Public Services
"Montsitsi, Mr SD",False,ANC,False,NCOP Public Services
"Nyambi, Mr AJ",False,ANC,False,NCOP Public Services
"Rasmeni, Ms RN",False,ANC,False,NCOP Public Services
"Sibande, Mr MP",False,ANC,True,NCOP Public Services
"Tau, Mr RJ",False,ANC,False,NCOP Public Services
"Themba, Ms MP",False,ANC,False,NCOP Public Services
"De Beer, Mr O",False,COPE,False,NCOP Public Services
"Feldman, Mr DB",False,COPE,False,NCOP Public Services
"Mlenzana, Mr Z",False,COPE,False,NCOP Public Services
"Sinclair, Mr KA",False,COPE,False,NCOP Public Services
"Bekker, Mr JM",False,DA,False,NCOP Public Services
"Groenewald, Mr HB",False,DA,False,NCOP Public Services
"Zulu, Prince M",False,IFP,False,NCOP Public Services
"Chaane, Mr TE",True,ANC,False,NCOP Security and Constitutional Development
"Matila, Mr AG",False,ANC,False,NCOP Security and Constitutional Development
"Mazosiwe, Mr SS",False,ANC,False,NCOP Security and Constitutional Development
"Mofokeng, Mr TM",True,ANC,True,NCOP Security and Constitutional Development
"Mokgobi, Mr MH",False,ANC,False,NCOP Security and Constitutional Development
"Nesi, Mr B",False,ANC,False,NCOP Security and Constitutional Development
"Nzimande, Mr LP",False,ANC,False,NCOP Security and Constitutional Development
"Bloem, Mr DV",False,COPE,False,NCOP Security and Constitutional Development
"Makhubela, Mr MW",False,COPE,False,NCOP Security and Constitutional Development
"Plaatjie, Mr SH",False,COPE,False,NCOP Security and Constitutional Development
"Bekker, Mr JM",False,DA,False,NCOP Security and Constitutional Development
"Manzini, Mr VM",False,DA,False,NCOP Security and Constitutional Development
"Gunda, Mr JJ",False,ID,False,NCOP Security and Constitutional Development
"Zulu, Prince M",False,IFP,False,NCOP Security and Constitutional Development
"Boroto, Ms MG",False,ANC,False,NCOP Social Services
"Mahlangu, Mr MJ",False,ANC,False,NCOP Social Services
"Makgate, Ms MW",False,ANC,False,NCOP Social Services
"Mncube,Ms BV",False,ANC,False,NCOP Social Services
"Mofokeng, Mr TM",True,ANC,False,NCOP Social Services
"Moshodi, Ms ML",False,ANC,False,NCOP Social Services
"Rantho, Ms DZ",False,ANC,False,NCOP Social Services
"Rasmeni, Ms RN",False,ANC,True,NCOP Social Services
"Feldman, Mr DB",False,COPE,False,NCOP Social Services
"Plaatjie, Mr SH",False,COPE,False,NCOP Social Services
"De Villiers, Mr MJ",False,DA,False,NCOP Social Services
"Faber Mr, WF",False,DA,False,NCOP Social Services
"Gunda, Mr JJ",False,ID,False,NCOP Social Services
"Zulu, Prince M",False,IFP,False,NCOP Social Services
"Adams, Mr F",False,ANC,False,NCOP Trade and International Relations
"Boroto, Ms MG",False,ANC,False,NCOP Trade and International Relations
"Digkale, Ms MC",False,ANC,False,NCOP Trade and International Relations
"Gamede, Mr DD",False,ANC,True,NCOP Trade and International Relations
"Maine, Mr MC",False,ANC,False,NCOP Trade and International Relations
"Mnguni, Mr BA",False,ANC,False,NCOP Trade and International Relations
"Montsitsi, Mr SD",False,ANC,False,NCOP Trade and International Relations
"Moshodi, Ms ML",False,ANC,False,NCOP Trade and International Relations
"Ntwanambi, Ms ND",False,ANC,False,NCOP Trade and International Relations
"Nyambi, Mr AJ",False,ANC,False,NCOP Trade and International Relations
"Qikani, Ms AN",False,ANC,False,NCOP Trade and International Relations
"Sinclair, Mr KA",False,COPE,False,NCOP Trade and International Relations
"Abrahams, Ms BL",False,DA,False,NCOP Trade and International Relations
"Van Lingen, Ms EC",False,DA,False,NCOP Trade and International Relations
"Gunda, Mr JJ",False,ID,False,NCOP Trade and International Relations
"Gamede, Mr DD",False,ANC,False,"NCOP Women, Children and People with Disabilities"
"Mabe, Ms BP",False,ANC,True,"NCOP Women, Children and People with Disabilities"
"Magadla, Ms NW",False,ANC,False,"NCOP Women, Children and People with Disabilities"
"Mahlangu, Mr MJ",False,ANC,False,"NCOP Women, Children and People with Disabilities"
"Makgate, Ms MW",False,ANC,False,"NCOP Women, Children and People with Disabilities"
"Mashamaite, Mr TA",False,ANC,False,"NCOP Women, Children and People with Disabilities"
"Mokgoro, Mr GG",False,ANC,False,"NCOP Women, Children and People with Disabilities"
"Ntwanambi, Ms ND",False,ANC,False,"NCOP Women, Children and People with Disabilities"
"Qikani, Ms AN",False,ANC,False,"NCOP Women, Children and People with Disabilities"
"Rantho, Ms DZ",False,ANC,False,"NCOP Women, Children and People with Disabilities"
"Themba, Ms MP",False,ANC,False,"NCOP Women, Children and People with Disabilities"
"De Villiers, Mr MJ",False,DA,False,"NCOP Women, Children and People with Disabilities"
"Groenewald, Mr HB",False,DA,False,"NCOP Women, Children and People with Disabilities"
"Worth, Mr DA",False,DA,False,"NCOP Women, Children and People with Disabilities"
"Gunda, Mr JJ",False,ID,False,"NCOP Women, Children and People with Disabilities"
"Zulu, Prince M",False,IFP,False,"NCOP Women, Children and People with Disabilities"
"Swart, Mr SN",True,ACDP,False,Constitutional Review Committee
"Ainslie, Mr AR",False,ANC,False,Constitutional Review Committee
"Chaane, Mr TE",True,ANC,False,Constitutional Review Committee
"De Beer, Mr CJ",False,ANC,False,Constitutional Review Committee
"Dikgacwi, Mr MM",False,ANC,False,Constitutional Review Committee
"Faku, Ms S",False,ANC,False,Constitutional Review Committee
"Holomisa, Nkosi SP",False,ANC,True,Constitutional Review Committee
"Masutha, Mr TM",False,ANC,False,Constitutional Review Committee
"Matlanyane, Ms HF",False,ANC,False,Constitutional Review Committee
"Mncube,Ms BV",False,ANC,False,Constitutional Review Committee
"Mnguni, Mr BA",False,ANC,False,Constitutional Review Committee
"Rantho, Ms DZ",False,ANC,False,Constitutional Review Committee
"Snell, Mr GT",False,ANC,False,Constitutional Review Committee
"Sosibo, Ms JE",False,ANC,False,Constitutional Review Committee
"Adams, Ms LH",True,COPE,False,Constitutional Review Committee
"Bloem, Mr DV",False,COPE,False,Constitutional Review Committee
"Koornhof, Mr NC",True,COPE,False,Constitutional Review Committee
"Schmidt, Adv HC",False,DA,False,Constitutional Review Committee
"Smuts, Ms M",False,DA,False,Constitutional Review Committee
"Watson, Mr A",False,DA,False,Constitutional Review Committee
"Oriani-Ambrosini, Mr MG",True,IFP,False,Constitutional Review Committee
"Ntapane, Mr SZ",False,UDM,False,Constitutional Review Committee
"Digkale, Ms MC",False,ANC,False,Defence
"Maake, Mr JJ",False,ANC,True,Defence
"Mabedla, Ms NR",False,ANC,False,Defence
"Mafolo, Ms MV",False,ANC,False,Defence
"Maine, Mr MC",False,ANC,False,Defence
"Maziya, Mr AM",True,ANC,False,Defence
"Mlambo, Mr ME",False,ANC,False,Defence
"Mofokeng, Mr TM",True,ANC,False,Defence
"Montsitsi, Mr SD",False,ANC,False,Defence
"Mtshali, Mr E",False,ANC,False,Defence
"Nzimande, Mr LP",False,ANC,False,Defence
"Bloem, Mr DV",False,COPE,False,Defence
"George, Mr ME",False,COPE,False,Defence
"Bekker, Mr JM",False,DA,False,Defence
"Coetzee, Mr TW",False,DA,False,Defence
"Esau, Mr S",False,DA,False,Defence
"Joseph, Mr D",False,DA,False,Defence
"Lorimer, Mr JR",False,DA,False,Defence
"Maynier, Mr D",False,DA,False,Defence
"Stubbe, Mr DJ",False,DA,False,Defence
"Msimang, Prof CT",True,IFP,False,Defence
"Zulu, Prince M",False,IFP,False,Defence
"Dlodlo, Ms A",False,ANC,False,Ethics and Members' Interest
"Koornhof, Dr GW",False,ANC,False,Ethics and Members' Interest
"Landers, Mr LT",False,ANC,False,Ethics and Members' Interest
"Luyenge, Dr Z",False,ANC,False,Ethics and Members' Interest
"Mabe, Ms BP",False,ANC,False,Ethics and Members' Interest
"Magadla, Ms NW",False,ANC,False,Ethics and Members' Interest
"Mangena, Ms MS",False,ANC,False,Ethics and Members' Interest
"Mashamaite, Mr TA",False,ANC,False,Ethics and Members' Interest
"Mashile, Mr BL",False,ANC,True,Ethics and Members' Interest
"Mlangeni, Mr A",False,ANC,False,Ethics and Members' Interest
"Moshodi, Ms ML",False,ANC,False,Ethics and Members' Interest
"Ngcobo, Ms BT",False,ANC,False,Ethics and Members' Interest
"Nhlengethwa, Ms DG",False,ANC,False,Ethics and Members' Interest
"Radebe, Mr BA",False,ANC,False,Ethics and Members' Interest
"Rantho, Ms DZ",False,ANC,False,Ethics and Members' Interest
"Turok, Prof B",True,ANC,False,Ethics and Members' Interest
"Botha, Mr T",True,COPE,False,Ethics and Members' Interest
"Plaatjie, Mr SH",False,COPE,False,Ethics and Members' Interest
"Bekker, Mr JM",False,DA,False,Ethics and Members' Interest
"Dreyer, Ms AM",False,DA,False,Ethics and Members' Interest
"Kohler-Barnard, Ms D",False,DA,False,Ethics and Members' Interest
"Gunda, Mr JJ",False,ID,False,Ethics and Members' Interest
"Van der Merwe, Mr JH",True,IFP,False,Ethics and Members' Interest
"Boroto, Ms MG",False,ANC,False,Joint Committe on Delegated Legislation
"Duma, Mr NM",False,ANC,False,Joint Committe on Delegated Legislation
"Gaum, Adv AH",False,ANC,False,Joint Committe on Delegated Legislation
"Mncube,Ms BV",False,ANC,False,Joint Committe on Delegated Legislation
"Ntwanambi, Ms ND",False,ANC,False,Joint Committe on Delegated Legislation
"Schneemann, Mr GD",False,ANC,False,Joint Committe on Delegated Legislation
"Smith, Mr VG",False,ANC,True,Joint Committe on Delegated Legislation
"Van der Merwe, Ms SC",False,ANC,False,Joint Committe on Delegated Legislation
"Bloem, Mr DV",False,COPE,False,Joint Committe on Delegated Legislation
"Koornhof, Mr NC",True,COPE,False,Joint Committe on Delegated Legislation
"Groenewald, Mr HB",False,DA,False,Joint Committe on Delegated Legislation
"Kalyan, Ms SV",False,DA,False,Joint Committe on Delegated Legislation
"Oriani-Ambrosini, Mr MG",True,IFP,False,Joint Committe on Delegated Legislation
"Goqwana, Mr B M",False,ANC,True,Joint Committee on HIV and AIDS
"Magagula, Mr VV",True,ANC,False,Joint Committee on HIV and AIDS
"Moshodi, Ms ML",False,ANC,False,Joint Committee on HIV and AIDS
"Motsepe, Ms RM",False,ANC,False,Joint Committee on HIV and AIDS
"Rasmeni, Ms RN",False,ANC,False,Joint Committee on HIV and AIDS
"Segale-Diswai, Ms MJ",False,ANC,False,Joint Committee on HIV and AIDS
"Tshwete, Ms P",False,ANC,False,Joint Committee on HIV and AIDS
"Kganare, Mr DA",True,COPE,False,Joint Committee on HIV and AIDS
"Plaatjie, Mr SH",False,COPE,False,Joint Committee on HIV and AIDS
"De Villiers, Mr MJ",False,DA,False,Joint Committee on HIV and AIDS
"Robinson, Ms D",False,DA,False,Joint Committee on HIV and AIDS
"Msweli, Ms HS",True,IFP,False,Joint Committee on HIV and AIDS
"Bam-Mugwanya, Ms V",False,ANC,False,Joint Standing on Intelligence
"Boroto, Ms MG",False,ANC,False,Joint Standing on Intelligence
"Burgess, Mr C",False,ANC,True,Joint Standing on Intelligence
"Maake, Mr JJ",False,ANC,False,Joint Standing on Intelligence
"Mazosiwe, Mr SS",False,ANC,False,Joint Standing on Intelligence
"Montsitsi, Mr SD",False,ANC,False,Joint Standing on Intelligence
"Sithole, Ms SC",False,ANC,False,Joint Standing on Intelligence
"Coetzee, Mr TW",False,DA,False,Joint Standing on Intelligence
"Msimang, Prof CT",True,IFP,False,Joint Standing on Intelligence
"Kganyago, Mr NM",False,UDM,False,Joint Standing on Intelligence
"Ramodibe, Ms DM",False,ANC,False,Ad Hoc Commitee on Commission for Gender Equality (CGE) Forensic Investigation
"Robinson, Ms D",False,DA,False,Ad Hoc Commitee on Commission for Gender Equality (CGE) Forensic Investigation
"Holomisa, Nkosi SP",False,ANC,False,Ad Hoc Committee on Code of Judicial Conduct and Regulations
"Jeffrey, Mr JH",False,ANC,False,Ad Hoc Committee on Code of Judicial Conduct and Regulations
"Landers, Mr LT",False,ANC,True,Ad Hoc Committee on Code of Judicial Conduct and Regulations
"Ndabandaba, Prof LB",False,ANC,False,Ad Hoc Committee on Code of Judicial Conduct and Regulations
"Nelson, Ms WJ",False,ANC,False,Ad Hoc Committee on Code of Judicial Conduct and Regulations
"Pilane-Majake, Ms MC",False,ANC,False,Ad Hoc Committee on Code of Judicial Conduct and Regulations
"Sibanyoni, Mr JB",False,ANC,False,Ad Hoc Committee on Code of Judicial Conduct and Regulations
"Koornhof, Mr NC",True,COPE,False,Ad Hoc Committee on Code of Judicial Conduct and Regulations
"Schafer, Ms DA",False,DA,False,Ad Hoc Committee on Code of Judicial Conduct and Regulations
"Schmidt, Adv HC",False,DA,False,Ad Hoc Committee on Code of Judicial Conduct and Regulations
"Holomisa, Nkosi SP",False,ANC,False,Ad Hoc Committee on Code of Judicial Conduct and Regulations
"Jeffrey, Mr JH",False,ANC,False,Ad Hoc Committee on Code of Judicial Conduct and Regulations
"Landers, Mr LT",False,ANC,True,Ad Hoc Committee on Code of Judicial Conduct and Regulations
"Ndabandaba, Prof LB",False,ANC,False,Ad Hoc Committee on Code of Judicial Conduct and Regulations
"Nelson, Ms WJ",False,ANC,False,Ad Hoc Committee on Code of Judicial Conduct and Regulations
"Pilane-Majake, Ms MC",False,ANC,False,Ad Hoc Committee on Code of Judicial Conduct and Regulations
"Sibanyoni, Mr JB",False,ANC,False,Ad Hoc Committee on Code of Judicial Conduct and Regulations
"Koornhof, Mr NC",True,COPE,False,Ad Hoc Committee on Code of Judicial Conduct and Regulations
"Schafer, Ms DA",False,DA,False,Ad Hoc Committee on Code of Judicial Conduct and Regulations
"Schmidt, Adv HC",False,DA,False,Ad Hoc Committee on Code of Judicial Conduct and Regulations
"Borman, Ms GM",False,ANC,False,Ad Hoc Committee on Coordinated Oversight on Service Delivery
"Boshigo, Ms DF",False,ANC,False,Ad Hoc Committee on Coordinated Oversight on Service Delivery
"Botha, Ms YR",False,ANC,False,Ad Hoc Committee on Coordinated Oversight on Service Delivery
"Kenye, Ms TE",False,ANC,False,Ad Hoc Committee on Coordinated Oversight on Service Delivery
"Maake, Mr JJ",False,ANC,False,Ad Hoc Committee on Coordinated Oversight on Service Delivery
"Makhubele, Mr ZS",False,ANC,False,Ad Hoc Committee on Coordinated Oversight on Service Delivery
"Mandela, Nkosi ZM",False,ANC,False,Ad Hoc Committee on Coordinated Oversight on Service Delivery
"Manganye, Ms J",False,ANC,False,Ad Hoc Committee on Coordinated Oversight on Service Delivery
"Matshoba, Mr JM",False,ANC,False,Ad Hoc Committee on Coordinated Oversight on Service Delivery
"Mdaka, Ms NM",False,ANC,False,Ad Hoc Committee on Coordinated Oversight on Service Delivery
"Mdakane, Mr MR",False,ANC,False,Ad Hoc Committee on Coordinated Oversight on Service Delivery
"Mushwana, Ms FF",False,ANC,False,Ad Hoc Committee on Coordinated Oversight on Service Delivery
"Nchabeleng, Mr ME",False,ANC,False,Ad Hoc Committee on Coordinated Oversight on Service Delivery
"Nelson, Ms WJ",False,ANC,False,Ad Hoc Committee on Coordinated Oversight on Service Delivery
"Ngwenya-Mabila, Ms PC",False,ANC,False,Ad Hoc Committee on Coordinated Oversight on Service Delivery
"November, Ms NT",False,ANC,False,Ad Hoc Committee on Coordinated Oversight on Service Delivery
"Segale-Diswai, Ms MJ",False,ANC,False,Ad Hoc Committee on Coordinated Oversight on Service Delivery
"Selau, Mr GJ",False,ANC,False,Ad Hoc Committee on Coordinated Oversight on Service Delivery
"Sizani, Mr PS",False,ANC,False,Ad Hoc Committee on Coordinated Oversight on Service Delivery
"Williams, Mr AJ",False,ANC,False,Ad Hoc Committee on Coordinated Oversight on Service Delivery
"Kganare, Mr DA",True,COPE,False,Ad Hoc Committee on Coordinated Oversight on Service Delivery
"Ndude, Ms H",True,COPE,False,Ad Hoc Committee on Coordinated Oversight on Service Delivery
"Kopane, Ms SP",False,DA,False,Ad Hoc Committee on Coordinated Oversight on Service Delivery
"Motau, Mr SC",False,DA,False,Ad Hoc Committee on Coordinated Oversight on Service Delivery
"Swathe, Mr MM",False,DA,False,Ad Hoc Committee on Coordinated Oversight on Service Delivery
"Waters, Mr M",False,DA,False,Ad Hoc Committee on Coordinated Oversight on Service Delivery
"Wenger, Ms M",False,DA,False,Ad Hoc Committee on Coordinated Oversight on Service Delivery
"Groenewald, Mr PJ",False,FF+,False,Ad Hoc Committee on Coordinated Oversight on Service Delivery
"McGluwa, Mr JJ",True,ID,False,Ad Hoc Committee on Coordinated Oversight on Service Delivery
"Msimang, Prof CT",True,IFP,False,Ad Hoc Committee on Coordinated Oversight on Service Delivery
"Smith, Mr PF",False,IFP,False,Ad Hoc Committee on Coordinated Oversight on Service Delivery
"Bhoola, Mr RB",True,MF,False,Ad Hoc Committee on Coordinated Oversight on Service Delivery
"Gaehler, Mr LB",False,UDM,False,Ad Hoc Committee on Coordinated Oversight on Service Delivery
"Ntapane, Mr SZ",False,UDM,False,Ad Hoc Committee on Coordinated Oversight on Service Delivery
