STATE NAME,STATE NUMBER,STATE CODE,LGA CODE,LGA NAME,PU PREFIX,SENATORIAL DISTRICT,FEDERAL CONSTITUENCY
IMO,16,IM,7,Ihite/Uboma,16/07/,Imo North,Ehimembano/Ihitte Uboma/Obowo
IMO,16,IM,8,Ikeduru,16/08/,Imo East,Mbaitolu/Ikeduru
IMO,16,IM,9,Isiala Mbano,16/09/,Imo North,Okigwe/Isiala-Mbano/Onuimo
IMO,16,IM,10,Isu,16/10/,Imo West,Nwangele/Isu/Njaba/Nkwerre
IMO,16,IM,11,Mbaitoli,16/11/,Imo East,Mbaitolu/Ikeduru
IMO,16,IM,12,Ngor Okpala,16/12/,Imo East,Aboh Mbaise/Ngor Okpala
IMO,16,IM,13,Njaba,16/13/,Imo West,Nwangele/Isu/Njaba/Nkwerre
IMO,16,IM,14,Nkwerre,16/14/,Imo West,Nwangele/Isu/Njaba/Nkwerre
IMO,16,IM,15,Nwangele,16/15/,Imo West,Nwangele/Isu/Njaba/Nkwerre
IMO,16,IM,16,Obowo,16/16/,Imo North,Ehimembano/Ihitte Uboma/Obowo
IMO,16,IM,17,Oguta,16/17/,Imo West,Ohaji-Egbema/Oguta/Oru West
IMO,16,IM,18,Ohaji/Egbema,16/18/,Imo West,Ohaji-Egbema/Oguta/Oru West
IMO,16,IM,19,Okigwe,16/19/,Imo North,Okigwe/Isiala-Mbano/Onuimo
IMO,16,IM,20,Onuimo,16/20/,Imo North,Okigwe/Isiala-Mbano/Onuimo
IMO,16,IM,21,Orlu,16/21/,Imo West,Orlu/Oru East/Orsu
IMO,16,IM,22,Orsu,16/22/,Imo West,Orlu/Oru East/Orsu
IMO,16,IM,23,Oru East,16/23/,Imo West,Orlu/Oru East/Orsu
IMO,16,IM,24,Oru West,16/24/,Imo West,Ohaji-Egbema/Oguta/Oru West
IMO,16,IM,25,Owerri Muicipal,16/25/,Imo East,Owerri Municipal/Owerri North/West
IMO,16,IM,26,Owerri North,16/26/,Imo East,Owerri Municipal/Owerri North/West
IMO,16,IM,27,Owerri West,16/27/,Imo East,Owerri Municipal/Owerri North/West
JIGAWA,17,JI,1,Auyo,17/01/,Jigawa North East,Hadejia/Kafin Hausa/Auyo
JIGAWA,17,JI,2,Babura,17/02/,Jigawa North West,Babura/Garki
JIGAWA,17,JI,3,Birnin Kudu,17/03/,Jigawa South West,Birnin-Kudu/Buji
JIGAWA,17,JI,4,Birniwa,17/04/,Jigawa North East,Birniwa/Guri/Kiri-Kasamma
JIGAWA,17,JI,5,Buji,17/05/,Jigawa South West,Birnin-Kudu/Buji
JIGAWA,17,JI,6,Dutse,17/06/,Jigawa South West,Dutse/Kiyawa
JIGAWA,17,JI,7,Gagarawa,17/07/,Jigawa North West,Sule-Tankarkar/Gagarawa/Maigatari/Gumel
JIGAWA,17,JI,8,Garki,17/08/,Jigawa North West,Babura/Garki
JIGAWA,17,JI,9,Gumel,17/09/,Jigawa North West,Sule-Tankarkar/Gagarawa/Maigatari/Gumel
JIGAWA,17,JI,10,Guri,17/10/,Jigawa North East,Birniwa/Guri/Kiri-Kasamma
JIGAWA,17,JI,11,Gwaram,17/11/,Jigawa South West,Gwaram
JIGAWA,17,JI,12,Gwiwa,17/12/,Jigawa North West,Kazaure/Roni/Gwiwa/Yankwashi
JIGAWA,17,JI,13,Hadeija,17/13/,Jigawa North East,Hadejia/Kafin Hausa/Auyo
JIGAWA,17,JI,14,Jahun,17/14/,Jigawa South West,Jahun/Miga
JIGAWA,17,JI,15,Kafin Hausa,17/15/,Jigawa North East,Hadejia/Kafin Hausa/Auyo
JIGAWA,17,JI,16,Kaugama,17/16/,Jigawa North East,Mallam Madori/Kaugama
JIGAWA,17,JI,17,Kazaure,17/17/,Jigawa North West,Kazaure/Roni/Gwiwa/Yankwashi
JIGAWA,17,JI,18,Kiri Kasama,17/18/,Jigawa North East,Birniwa/Guri/Kiri-Kasamma
JIGAWA,17,JI,19,Kiyawa,17/19/,Jigawa South West,Dutse/Kiyawa
JIGAWA,17,JI,20,Maigatari,17/20/,Jigawa North West,Sule-Tankarkar/Gagarawa/Maigatari/Gumel
JIGAWA,17,JI,21,Mallam Madori,17/21/,Jigawa North East,Mallam Madori/Kaugama
JIGAWA,17,JI,22,Miga,17/22/,Jigawa South West,Jahun/Miga
JIGAWA,17,JI,23,Ringim,17/23/,Jigawa North West,Ringim/Taura
JIGAWA,17,JI,24,Roni,17/24/,Jigawa North West,Kazaure/Roni/Gwiwa/Yankwashi
JIGAWA,17,JI,25,Sule-Tankarkar,17/25/,Jigawa North West,Sule-Tankarkar/Gagarawa/Maigatari/Gumel
JIGAWA,17,JI,26,Taura,17/26/,Jigawa North West,Ringim/Taura
JIGAWA,17,JI,27,Yankwashi,17/27/,Jigawa North West,Kazaure/Roni/Gwiwa/Yankwashi
KADUNA,18,KD,1,Birnin Gwari,18/01/,Kaduna Central,Birnin-Gwari/Giwa
KADUNA,18,KD,2,Chikun,18/02/,Kaduna Central,Chikun/Kajuru
KADUNA,18,KD,3,Giwa,18/03/,Kaduna Central,Birnin-Gwari/Giwa
KADUNA,18,KD,4,Igabi,18/04/,Kaduna Central,Igabi
KADUNA,18,KD,5,Ikara,18/05/,Kaduna North,Ikara/Kubau
KADUNA,18,KD,6,Jaba,18/06/,Kaduna South,Zangon Kataf/Jaba
KADUNA,18,KD,7,Jema'a,18/07/,Kaduna South,Jema'a/Sanga
KADUNA,18,KD,8,Kachia,18/08/,Kaduna South,Kachia/Kagarko
KADUNA,18,KD,9,Kaduna North,18/09/,Kaduna Central,Kaduna North
KADUNA,18,KD,10,Kaduna South,18/10/,Kaduna Central,Kaduna South
KADUNA,18,KD,11,Kagarko,18/11/,Kaduna South,Kachia/Kagarko
KADUNA,18,KD,12,Kajuru,18/12/,Kaduna Central,Chikun/Kajuru
KADUNA,18,KD,13,Kaura,18/13/,Kaduna South,Kaura
KADUNA,18,KD,14,Kauru,18/14/,Kaduna South,Kauru
KADUNA,18,KD,15,Kubau,18/15/,Kaduna North,Ikara/Kubau
KADUNA,18,KD,16,Kudan,18/16/,Kaduna North,Makarfi/Kudan
KADUNA,18,KD,17,Lere,18/17/,Kaduna North,Lere
KADUNA,18,KD,18,Makarfi,18/18/,Kaduna North,Makarfi/Kudan
KADUNA,18,KD,19,Sabon Gari,18/19/,Kaduna North,Sabon Gari
KADUNA,18,KD,20,Sanga,18/20/,Kaduna South,Jema'a/Sanga
KADUNA,18,KD,21,Soba,18/21/,Kaduna North,Soba
KADUNA,18,KD,22,Zangon-Kataf,18/22/,Kaduna South,Zangon Kataf/Jaba
KADUNA,18,KD,23,Zaria,18/23/,Kaduna North,Zaria Federal
KANO,19,KN,1,Ajingi,19/01/,Kano South,Albasu/Gaya/Ajingi
KANO,19,KN,2,Albasu,19/02/,Kano South,Albasu/Gaya/Ajingi
KANO,19,KN,3,Bagwai,19/03/,Kano North,Bagwai/Shanono
KANO,19,KN,4,Bebeji,19/04/,Kano South,Bebeji/Kiru
KANO,19,KN,5,Bichi,19/05/,Kano North,Bichi
KANO,19,KN,6,Bunkure,19/06/,Kano South,Rano/Bunkure/Kibiya
KANO,19,KN,7,Dala,19/07/,Kano central,Dala
KANO,19,KN,8,Danbatta,19/08/,Kano North,Dambatta/Makoda
KANO,19,KN,9,Dawakin Kudu,19/09/,Kano central,Dawakin-Kudu/Warawa
KANO,19,KN,10,Dawakin Tofa,19/10/,Kano North,Dawakin-Tofa/Tofa/Rimin Gado
KANO,19,KN,11,Doguwa,19/11/,Kano South,Tudun-Wada/Doguwa
KANO,19,KN,12,Fagge,19/12/,Kano central,Fagge
KANO,19,KN,13,Gabasawa,19/13/,Kano North,Gezawa/Gabasawa
KANO,19,KN,14,Garko,19/14/,Kano South,Wudil/Garko
KANO,19,KN,15,Garum Mallam,19/15/,Kano central,Kura/Madobi/Garun Mallam
KANO,19,KN,16,Gaya,19/16/,Kano South,Albasu/Gaya/Ajingi
KANO,19,KN,17,Gezawa,19/17/,Kano central,Gezawa/Gabasawa
KANO,19,KN,18,Gwale,19/18/,Kano central,Gwale
KANO,19,KN,19,Gwarzo,19/19/,Kano North,Gwarzo/kabo
KANO,19,KN,20,Kabo,19/20/,Kano North,Gwarzo/kabo
KANO,19,KN,21,Kano Municipal,19/21/,Kano central,Municipal
KANO,19,KN,22,Karaye,19/22/,Kano South,Karaye/Rogo
KANO,19,KN,23,Kibiya,19/23/,Kano South,Rano/Bunkure/Kibiya
KANO,19,KN,24,Kiru,19/24/,Kano South,Bebeji/Kiru
KANO,19,KN,25,Kumbotso,19/25/,Kano central,Kumbosto
KANO,19,KN,26,Kunchi,19/26/,Kano North,Tsanyawa/Kunchi
KANO,19,KN,27,Kura,19/27/,Kano central,Kura/Madobi/Garun Mallam
KANO,19,KN,28,Madobi,19/28/,Kano central,Kura/Madobi/Garun Mallam
KANO,19,KN,29,Makoda,19/29/,Kano North,Dambatta/Makoda
KANO,19,KN,30,Minjibir,19/30/,Kano central,Minjibir/Ungogo
KANO,19,KN,31,Nassarawa,19/31/,Kano central,Nassarawa
KANO,19,KN,32,Rano,19/32/,Kano South,Rano/Bunkure/Kibiya
KANO,19,KN,33,Rimin Gado,19/33/,Kano North,Dawakin-Tofa/Tofa/Rimin Gado
KANO,19,KN,34,Rogo,19/34/,Kano South,Karaye/Rogo
KANO,19,KN,35,Shanono,19/35/,Kano North,Bagwai/Shanono
KANO,19,KN,36,Sumaila,19/36/,Kano South,Sumaila/Takai
KANO,19,KN,37,Takai,19/37/,Kano South,Sumaila/Takai
KANO,19,KN,38,Tarauni,19/38/,Kano central,Tarauni
KANO,19,KN,39,Tofa,19/39/,Kano North,Dawakin-Tofa/Tofa/Rimin Gado
KANO,19,KN,40,Tsanyawa,19/40/,Kano North,Tsanyawa/Kunchi
KANO,19,KN,41,Tudun Wada,19/41/,Kano South,Tudun-Wada/Doguwa
KANO,19,KN,42,Ungogo,19/42/,Kano central,Minjibir/Ungogo
KANO,19,KN,43,Warawa,19/43/,Kano central,Dawakin-Kudu/Warawa
KANO,19,KN,44,Wudil,19/44/,Kano South,Wudil/Garko
KATSINA,20,KT,1,Bakori,20/01/,Katsina South,BAKORI/DANJA
KATSINA,20,KT,2,Batagarawa,20/02/, Katsina Central,BATAGARAWA/RIMI/CHARANCHI
KATSINA,20,KT,3,Batsari,20/03/, Katsina Central,SAFANA/DANMUSA/ BATSARI
KATSINA,20,KT,4,Baure,20/04/,Katsina North,ZANGO/BAURE
KATSINA,20,KT,5,Bindawa,20/05/,Katsina North,MANI/BINDAWA
KATSINA,20,KT,6,Charanchi,20/06/, Katsina Central,BATAGARAWA/RIMI/CHARANCHI
KATSINA,20,KT,7,Dandume,20/07/,Katsina South,DANDUME/FUNTUA
KATSINA,20,KT,8,Danja,20/08/,Katsina South,BAKORI/DANJA
KATSINA,20,KT,9,Danmusa,20/09/, Katsina Central,SAFANA/DANMUSA/ BATSARI
KATSINA,20,KT,10,Daura,20/10/,Katsina North,DAURA/MAI'ADUA/SANDAMU
KATSINA,20,KT,11,Dutsi,20/11/,Katsina North,MASHI/DUTSI
KATSINA,20,KT,12,Dutsin-Ma,20/12/, Katsina Central,DUTSIN-MA/KURFI
KATSINA,20,KT,13,Faskari,20/13/,Katsina South,KANKARA/FASKARI/SABUWA
KATSINA,20,KT,14,Funtua,20/14/,Katsina South,DANDUME/FUNTUA
KATSINA,20,KT,15,Ingawa,20/15/,Katsina North,KANKIA/KUSADA/INGAWA
KATSINA,20,KT,16,Jibia,20/16/,Katsina Central,JIBIA/KAITA
KATSINA,20,KT,17,Kafur,20/17/,Katsina South,MALUMFASHI/KAFUR
KATSINA,20,KT,18,Kaita,20/18/,Katsina Central,JIBIA/KAITA
KATSINA,20,KT,19,Kankara,20/19/,Katsina South,KANKARA/FASKARI/SABUWA
KATSINA,20,KT,20,Kankia,20/20/,Katsina North,KANKIA/KUSADA/INGAWA
KATSINA,20,KT,21,Katsina,20/21/,Katsina Central,KATSINA
KATSINA,20,KT,22,Kurfi,20/22/,Katsina Central,DUTSIN-MA/KURFI
KATSINA,20,KT,23,Kusada,20/23/,Katsina North,KANKIA/KUSADA/INGAWA
KATSINA,20,KT,24,Maiadua,20/24/,Katsina North,DAURA/MAI'ADUA/SANDAMU
KATSINA,20,KT,25,Malumefashi,20/25/,Katsina South,MALUMFASHI/KAFUR
KATSINA,20,KT,26,Mani,20/26/,Katsina North,MANI/BINDAWA
KATSINA,20,KT,27,Mashi,20/27/,Katsina North,MASHI/DUTSI
KATSINA,20,KT,28,Matazu,20/28/,Katsina South,MUSAWA/MATAZU
KATSINA,20,KT,29,Musawa,20/29/,Katsina South,MUSAWA/MATAZU
KATSINA,20,KT,30,Rimi,20/30/,Katsina Central,BATAGARAWA/RIMI/CHARANCHI
KATSINA,20,KT,31,Sabuwa,20/31/,Katsina South,KANKARA/FASKARI/SABUWA
KATSINA,20,KT,32,Safana,20/32/,Katsina Central,SAFANA/DANMUSA/ BATSARI
KATSINA,20,KT,33,Sandamu,20/33/,Katsina North,DAURA/MAI'ADUA/SANDAMU
KATSINA,20,KT,34,Zango,20/34/,Katsina North,ZANGO/BAURE
KEBBI,21,KE,1,Aliero,21/01/,Kebbi Central,ALIERO/GWANDU/JEGA
KEBBI,21,KE,2,Arewa,21/02/,Kebbi North,AREWA/DANDI
KEBBI,21,KE,3,Argungu,21/03/,Kebbi North,ARGUNGU/AUGIE
KEBBI,21,KE,4,Augie,21/04/,Kebbi North,ARGUNGU/AUGIE
KEBBI,21,KE,5,Bagudo,21/05/,Kebbi North,BAGUDO/SURU
KEBBI,21,KE,6,Birnin Kebbi,21/06/,Kebbi Central,KALGO/BUNZA/BIRNIN KEBBI
KEBBI,21,KE,7,Bunza,21/07/,Kebbi Central,KALGO/BUNZA/BIRNIN KEBBI
KEBBI,21,KE,8,Dandi,21/08/,Kebbi North,AREWA/DANDI
KEBBI,21,KE,9,Fakai,21/09/,Kebbi South,ZURU/FAKAI/DANKO/SAKABA/WASAGU
KEBBI,21,KE,10,Gwandu,21/10/,Kebbi Central,ALIERO/GWANDU/JEGA
KEBBI,21,KE,11,Jega,21/11/,Kebbi Central,ALIERO/GWANDU/JEGA
KEBBI,21,KE,12,Kalgo,21/12/,Kebbi Central,KALGO/BUNZA/BIRNIN KEBBI
KEBBI,21,KE,13,Koko-Besse,21/13/,Kebbi Central,KOKO-BESSE/MAIYAMA
KEBBI,21,KE,14,Maiyama,21/14/,Kebbi Central,KOKO-BESSE/MAIYAMA
KEBBI,21,KE,15,Ngaski,21/15/,Kebbi South,YAURI/NGASKI /SHANGA
KEBBI,21,KE,16,Sakaba,21/16/,Kebbi South,ZURU/FAKAI/DANKO/SAKABA/WASAGU
KEBBI,21,KE,17,Shanga,21/17/,Kebbi South,YAURI/NGASKI /SHANGA
KEBBI,21,KE,18,Suru,21/18/,Kebbi North,BAGUDO/SURU
KEBBI,21,KE,19,Wasagu/Dank0,21/19/,Kebbi South,ZURU/FAKAI/DANKO/SAKABA/WASAGU
KEBBI,21,KE,20,Yauri,21/20/,Kebbi South,YAURI/NGASKI /SHANGA
KEBBI,21,KE,21,Zuru,21/21/,Kebbi South,ZURU/FAKAI/DANKO/SAKABA/WASAGU
KOGI,22,KO,1,Adavi,22/01/,Kogi Central,ADAVI/OKEHI
KOGI,22,KO,2,Ajaokuta,22/02/,Kogi Central,AJAOKUTA
KOGI,22,KO,3,Ankpa,22/03/,Kogi East,ANKPA/OMALA/OLAMABORO
KOGI,22,KO,4,Bassa,22/04/,Kogi East,DEKINA/BASSA
KOGI,22,KO,5,Dekina,22/05/,Kogi East,DEKINA/BASSA
KOGI,22,KO,6,Ibaji,22/06/,Kogi East,Idah/Igalamela-Odolu/Ibaji/Ofu
KOGI,22,KO,7,Idah,22/07/,Kogi East,Idah/Igalamela-Odolu/Ibaji/Ofu
KOGI,22,KO,8,Igalamela-Odolu,22/08/,Kogi East,Idah/Igalamela-Odolu/Ibaji/Ofu
KOGI,22,KO,9,Ijumu,22/09/,Kogi West,KABBA-BUNU/IJUMU
KOGI,22,KO,10,Kabba-Bunu,22/10/,Kogi West,KABBA-BUNU/IJUMU
KOGI,22,KO,11,Kogi (KK),22/11/,Kogi West,LOKOJA/KOGI (KK)
KOGI,22,KO,12,Lokoja,22/12/,Kogi West,LOKOJA/KOGI (KK)
KOGI,22,KO,13,Mopamuro,22/13/,Kogi West,YAGBA EAST/WEST/MOPAMURO
KOGI,22,KO,14,Ofu,22/14/,Kogi East,Idah/Igalamela-Odolu/Ibaji/Ofu
KOGI,22,KO,15,Ogori/Magongo,22/15/,Kogi Central,OKENE/OGORI MAGONGO
KOGI,22,KO,16,Okehi,22/16/,Kogi Central,ADAVI/OKEHI
KOGI,22,KO,17,Okene,22/17/,Kogi Central,OKENE/OGORI MAGONGO
KOGI,22,KO,18,Olamabolo,22/18/,Kogi East,ANKPA/OMALA/OLAMABORO
KOGI,22,KO,19,Omala,22/19/,Kogi East,ANKPA/OMALA/OLAMABORO
KOGI,22,KO,20,Yagba East,22/20/,Kogi West,YAGBA EAST/WEST/MOPAMURO
KOGI,22,KO,21,Yagba West,22/21/,Kogi West,YAGBA EAST/WEST/MOPAMURO
KWARA,23,KW,1,Asa,23/01/,Kwara Central,ILORIN WEST/ASA
KWARA,23,KW,2,Baruten,23/02/,Kwara North,BARUTEN/KAIAMA
KWARA,23,KW,3,Edu,23/03/,Kwara North,PATIGI/EDU/MORO
KWARA,23,KW,4,Ekiti,23/04/,Kwara South,EKITI/IREPODUN/ISIN/OKE-ERO
KWARA,23,KW,5,Ifelodun,23/05/,Kwara South,IFELODUN/OFFA/OYUN
KWARA,23,KW,6,Ilorin East,23/06/,Kwara Central,ILORIN SOUTH/ EAST
KWARA,23,KW,7,Ilorin South,23/07/,Kwara Central,ILORIN SOUTH/ EAST
KWARA,23,KW,8,Ilorin West,23/08/,Kwara Central,ILORIN WEST/ASA
KWARA,23,KW,9,Irepodun,23/09/,Kwara South,EKITI/IREPODUN/ISIN/OKE-ERO
KWARA,23,KW,10,Isin,23/10/,Kwara South,EKITI/IREPODUN/ISIN/OKE-ERO
KWARA,23,KW,11,Kaiama,23/11/,Kwara North,BARUTEN/KAIAMA
KWARA,23,KW,12,Moro,23/12/,Kwara North,PATIGI/EDU/MORO
KWARA,23,KW,13,Offa,23/13/,Kwara South,IFELODUN/OFFA/OYUN
KWARA,23,KW,14,Oke-Ero,23/14/,Kwara South,EKITI/IREPODUN/ISIN/OKE-ERO
KWARA,23,KW,15,Oyun,23/15/,Kwara South,IFELODUN/OFFA/OYUN
KWARA,23,KW,16,Patigi,23/16/,Kwara North,PATIGI/EDU/MORO
LAGOS,24,LA,1,Agege,24/01/,Lagos West,AGEGE
LAGOS,24,LA,2,Ajeromi/Ifelodun,24/02/,Lagos West,AJEROMI/IFELODUN
LAGOS,24,LA,3,Alimosho,24/03/,Lagos West,ALIMOSHO
LAGOS,24,LA,4,Amuwo-Odofin,24/04/,Lagos West,AMUWO-ODOFIN
LAGOS,24,LA,5,Apapa,24/05/,Lagos Central,APAPA
LAGOS,24,LA,6,Badagry,24/06/,Lagos West,BADAGRY
LAGOS,24,LA,7,Epe,24/07/,Lagos East,EPE
LAGOS,24,LA,8,Eti-Osa,24/08/,Lagos Central,ETI-OSA
LAGOS,24,LA,9,Ibeju-Lekki,24/09/,Lagos East,IBEJU-LEKKI
LAGOS,24,LA,10,Ifako-iJaiye,24/10/,Lagos West,IFAKO-IJAIYE
LAGOS,24,LA,11,Ikeja,24/11/,Lagos West,IKEJA
LAGOS,24,LA,12,Ikorodu,24/12/,Lagos East,IKORODU
LAGOS,24,LA,13,Kosofe,24/13/,Lagos East,KOSOFE
LAGOS,24,LA,14,Lagos Island,24/14/,Lagos Central,LAGOS ISLAND I
LAGOS,24,LA,14,Lagos Island,24/14/,Lagos Central,LAGOS ISLAND II
LAGOS,24,LA,15,Lagos Mainland,24/15/,Lagos Central,LAGOS MAINLAND
LAGOS,24,LA,16,Mushin,24/16/,Lagos West,MUSHIN I
LAGOS,24,LA,16,Mushin,24/16/,Lagos West,MUSHIN II
LAGOS,24,LA,17,Ojo,24/17/,Lagos West,OJO
LAGOS,24,LA,18,Oshodi/Isolo,24/18/,Lagos West,OSHODI/ISOLO I
LAGOS,24,LA,18,Oshodi/Isolo,24/18/,Lagos West,OSHODI/ISOLO II
LAGOS,24,LA,19,Shomolu,24/19/,Lagos East,SHOMOLU
LAGOS,24,LA,20,Surulere,24/20/,Lagos Central,SURULERE I
LAGOS,24,LA,20,Surulere,24/20/,Lagos Central,SURULERE II
NASARAWA,25,NA,1,Akwanga,25/01/,Nasarawa North,AKWANGA//WAMBA/NASARAWA EGGON
NASARAWA,25,NA,2,Awe,25/02/,Nasarawa South,AWE/DOMA/KEANA
NASARAWA,25,NA,3,Doma,25/03/,Nasarawa South,AWE/DOMA/KEANA
NASARAWA,25,NA,4,Karu,25/04/,Nasarawa West,KEFFI/KARU/KOKONA
NASARAWA,25,NA,5,Keana,25/05/,Nasarawa South,AWE/DOMA/KEANA
NASARAWA,25,NA,6,Keffi,25/06/,Nasarawa West,KEFFI/KARU/KOKONA
NASARAWA,25,NA,7,Kokona,25/07/,Nasarawa West,KEFFI/KARU/KOKONA
NASARAWA,25,NA,8,Lafia,25/08/,Nasarawa South,LAFIA/OBI
NASARAWA,25,NA,9,Nassarawa,25/09/,Nasarawa West,NASSAWARA/TOTO
NASARAWA,25,NA,10,Nassarawa-Eggon,25/10/,Nasarawa North,AKWANGA//WAMBA/NASARAWA EGGON
NASARAWA,25,NA,11,Obi,25/11/,Nasarawa South,LAFIA/OBI
NASARAWA,25,NA,12,Toto,25/12/,Nasarawa West,NASSAWARA/TOTO
NASARAWA,25,NA,13,Wamba,25/13/,Nasarawa North,AKWANGA//WAMBA/NASARAWA EGGON
NIGER,26,NI,1,Agaie,26/01/,Niger South,AGAIE/LAPAI
NIGER,26,NI,2,Agwara,26/02/,Niger North,AGWARA/BORGU
NIGER,26,NI,3,Bida,26/03/,Niger South,GBAKO/BIDA/KATCHA
NIGER,26,NI,4,Borgu,26/04/,Niger North,AGWARA/BORGU
NIGER,26,NI,5,Bosso,26/05/,Niger East,BOOSO/PAIKORO
NIGER,26,NI,6,Chachanga,26/06/,Niger East,CHANCHAGA
NIGER,26,NI,7,Edati,26/07/,Niger South,MOKWA/LAVUN/EDATI
NIGER,26,NI,8,Gbako,26/08/,Niger South,GBAKO/BIDA/KATCHA
NIGER,26,NI,9,Gurara,26/09/,Niger East,SULEJA/TAFA/GURARA
NIGER,26,NI,10,Katcha,26/10/,Niger South,GBAKO/BIDA/KATCHA
NIGER,26,NI,11,Kontogora,26/11/,Niger North,WUSHISHI/MASHEGU/KONTAGORA/MARIGA
NIGER,26,NI,12,Lapai,26/12/,Niger South,AGAIE/LAPAI
NIGER,26,NI,13,Lavun,26/13/,Niger South,MOKWA/LAVUN/EDATI
NIGER,26,NI,14,Magama,26/12/,Niger North,RIJAU/MAGAMA
NIGER,26,NI,15,Mariga,26/13/,Niger North,WUSHISHI/MASHEGU/KONTAGORA/MARIGA
NIGER,26,NI,16,Mashegu,26/14/,Niger North,WUSHISHI/MASHEGU/KONTAGORA/MARIGA
NIGER,26,NI,17,Mokwa,26/15/,Niger South,MOKWA/LAVUN/EDATI
NIGER,26,NI,18,Munya,26/16/,Niger East,SHIRORO/RAFI/MUNYA
NIGER,26,NI,19,Paikoro,26/17/,Niger East,BOOSO/PAIKORO
NIGER,26,NI,20,Rafi,26/18/,Niger East,SHIRORO/RAFI/MUNYA
NIGER,26,NI,21,Rijau,26/19/,Niger North,RIJAU/MAGAMA
NIGER,26,NI,22,Shiroro,26/20/,Niger East,SHIRORO/RAFI/MUNYA
NIGER,26,NI,23,Suleja,26/21/,Niger East,SULEJA/TAFA/GURARA
NIGER,26,NI,24,Tafa,26/22/,Niger East,SULEJA/TAFA/GURARA
NIGER,26,NI,25,Wushishi,26/23/,Niger North,WUSHISHI/MASHEGU/KONTAGORA/MARIGA
OGUN,27,OG,1,Abeokuta North,27/01/,Ogun Central,ODEDA/OBAFEMI-OWODE/ABEOKUTA NORTH
OGUN,27,OG,2,Abeokuta South,27/02/,Ogun Central,ABEOKUTA SOUTH
OGUN,27,OG,3,Ado-Odo-Ota,27/03/,Ogun West,ADO-ODO/OTA
OGUN,27,OG,4,Egbado North,27/04/,Ogun West,EGBADO-NORTH/IMEKO-AFON
OGUN,27,OG,5,Egbado South,27/05/,Ogun West,EGBADO-SOUTH/IPOKIA
OGUN,27,OG,6,Ewekoro,27/06/,Ogun Central,IFO/EWEKORO
OGUN,27,OG,7,Ifo,27/07/,Ogun Central,IFO/EWEKORO
OGUN,27,OG,8,Ijebu East,27/08/,Ogun East,IJEBU-EAST/IJEBU-NORTH/OGUN-WATERSIDE
OGUN,27,OG,9,Ijebu North,27/09/,Ogun East,IJEBU-EAST/IJEBU-NORTH/OGUN-WATERSIDE
OGUN,27,OG,10,Ijebu North East,27/10/,Ogun East,IJEBU ODE/ODOGBOLU/ IJEBU NORTH EAST
OGUN,27,OG,11,Ijebu-Ode,27/11/,Ogun East,IJEBU ODE/ODOGBOLU/ IJEBU NORTH EAST
OGUN,27,OG,12,Ikenne,27/12/,Ogun East,IKENNE/SHAGAMU/REMO NORTH
OGUN,27,OG,13,Imeko Afon,27/13/,Ogun West,EGBADO-NORTH/IMEKO-AFON
OGUN,27,OG,14,Ipokia,27/14/,Ogun West,EGBADO-SOUTH/IPOKIA
OGUN,27,OG,15,Obafemi/Owode,27/15/,Ogun Central,ODEDA/OBAFEMI-OWODE/ABEOKUTA NORTH
OGUN,27,OG,16,Odeda,27/16/,Ogun Central,ODEDA/OBAFEMI-OWODE/ABEOKUTA NORTH
OGUN,27,OG,17,Odogbolu,27/17/,Ogun East,IJEBU ODE/ODOGBOLU/ IJEBU NORTH EAST
OGUN,27,OG,18,Ogun Waterside,27/18/,Ogun East,IJEBU-EAST/IJEBU-NORTH/OGUN-WATERSIDE
OGUN,27,OG,19,Remo North,27/19/,Ogun East,IKENNE/SHAGAMU/REMO NORTH
OGUN,27,OG,20,Shagamu,27/20/,Ogun East,IKENNE/SHAGAMU/REMO NORTH
ONDO,28,ON,1,Akoko North East,28/01/,Ondo North,AKOKO NORTH EAST/ AKOKO NORTH WEST
ONDO,28,ON,2,Akoko North West,28/02/,Ondo North,AKOKO NORTH EAST/ AKOKO NORTH WEST
ONDO,28,ON,3,Akoko South East,28/03/,Ondo North,AKOKO SOUTH EAST/ AKOKO SOUTH WEST
ONDO,28,ON,4,Akoko South West,28/04/,Ondo North,AKOKO SOUTH EAST/ AKOKO SOUTH WEST
ONDO,28,ON,5,Akure North,28/05/,Ondo Central,AKURE NORTH/AKURE SOUTH
ONDO,28,ON,6,Akure South,28/06/,Ondo Central,AKURE NORTH/AKURE SOUTH
ONDO,28,ON,7,Ese-Odo,28/07/,Ondo South,ILAJE/ESEODO
ONDO,28,ON,8,Idanre,28/08/,Ondo Central,IDANRE/IFEDORE
ONDO,28,ON,9,Odigbo,28/09/,Ondo South,ILEOLUJI - OKEIGBO /ODIGBO
ONDO,28,ON,10,Ifedore,28/10/,Ondo Central,IDANRE/IFEDORE
ONDO,28,ON,11,Ilaje,28/11/,Ondo South,ILAJE/ESEODO
ONDO,28,ON,12,Ileoluji-Okeigbo,28/12/,Ondo South,ILEOLUJI - OKEIGBO /ODIGBO
ONDO,28,ON,13,Irele,28/13/,Ondo South,OKITIPUPA/IRELE
ONDO,28,ON,14,Okitipupa,28/14/,Ondo South,OKITIPUPA/IRELE
ONDO,28,ON,15,Ondo East,28/15/,Ondo Central,ONDO WEST/ONDO EAST
