Same/Different,API Name,API Party,API Place,Contest Type,API Candidate Code,Mz Legal Name,Mz Other Names,Mz Candidate Code,Mz URL,Mz Parties Ever,Mz Aspirant Ever,Mz Politician Ever,Mz ID
Same,JACKIM ODHIAMBO MBARE,,Kayole Central (ward),,C8DA4E81-386C-E211-A5C8-005056870012,Jackim Odhiambo Mbare,,,http://info.mzalendo.com/person/jackim-odhiambo-mbare/,Independent Aspirant,Aspirant Ward Representative at Kayole Central (Ward 2013-),,6622
Same,MATHEW KIBAYA WAINAINA,,Mbeti North (ward),,55B8585E-F069-E211-B91E-005056870012,Mathew Kibaya Wainaina,,,http://info.mzalendo.com/person/mathew-kibaya-wainaina/,Independent Aspirant,Aspirant Ward Representative at Mbeti North (Ward 2013-),,8816
Same,MARK KIPKOSGEI,REPUBLICAN CONGRESS PARTY OF KENYA,Kapsabet (ward),,93A8EE8A-9567-E211-8158-00505687000D,Mark Kipkosgei,,,http://info.mzalendo.com/person/mark-kipkosgei/,Independent Aspirant,Aspirant Ward Representative at Kapsabet (Ward 2013-),,6324
Same,LIVINGSTONE ODERO ODONGO,,Nyalenda A (ward),,46EEE1BB-FF69-E211-B91E-005056870012,Livingstone Odero Odongo,,,http://info.mzalendo.com/person/livingstone-odero-odongo/,Independent Aspirant,Aspirant Ward Representative at Nyalenda A (Ward 2013-),,10414
Same,RICHARD KIPKOECH RUTTO,,Sacho (ward),,526046B7-746C-E211-A5C8-005056870012,Richard Kipkoech Rutto,,,http://info.mzalendo.com/person/richard-kipkoech-rutto/,Independent Aspirant,Aspirant Ward Representative at Sacho (Ward 2013-),,10958
Same,ABBASI KIMBIO MALISO KALELA,REPUBLICAN CONGRESS PARTY OF KENYA,Kaloleni (ward),,9DAA6E6B-9567-E211-8158-00505687000D,Abbasi Kimbio Maliso Kalela,,,http://info.mzalendo.com/person/abbasi-kimbio-maliso-kalela/,Independent Aspirant,Aspirant Ward Representative at Kaloleni (Ward 2013-),,5985
Same,MWANGALE J E NAKHAPILA,,Kimilili (ward),,C519998A-D76B-E211-A5C8-005056870012,Mwangale J E Nakhapila,,,http://info.mzalendo.com/person/mwangale-j-e-nakhapila/,Independent Aspirant,Aspirant Ward Representative at Kimilili (Ward 2013-),,7026
Same,PETER MWAURA NDURA,,Kamenu (ward),,33A2AF99-9F6B-E211-A5C8-005056870012,Peter Mwaura Ndura,,,http://info.mzalendo.com/person/peter-mwaura-ndura/,Independent Aspirant,Aspirant Ward Representative at Kamenu (Ward 2013-),,6060
Same,PETER GECHE KARANJA,,Kahawa / Sukari (ward),,2EEA964B-EE6A-E211-A5C8-005056870012,Peter Geche Karanja,,,http://info.mzalendo.com/person/peter-geche-karanja/,Independent Aspirant,Aspirant Ward Representative at Kahawa / Sukari (Ward 2013-),,5877
Same,PATTERSON KISOI MASAI,,Chepyuk (ward),,5E53A63E-BD6B-E211-A5C8-005056870012,Patterson Kisoi Masai,,,http://info.mzalendo.com/person/patterson-kisoi-masai/,Independent Aspirant,Aspirant Ward Representative at Chepyuk (Ward 2013-),,4285
Same,MICHAEL KIMAIYO YATOR,,Makutano (ward),,6223BD6A-1F6E-E211-A5C8-005056870012,Michael Kimaiyo Yator,,,http://info.mzalendo.com/person/michael-kimaiyo-yator/,Independent Aspirant,Aspirant Ward Representative at Makutano (Ward 2013-),,8285
Same,ISAAC MUINDE KITUA,,Makutano (ward),,9D3336FA-0D6E-E211-A5C8-005056870012,Isaac Muinde Kitua,,,http://info.mzalendo.com/person/isaac-muinde-kitua/,Independent Aspirant,Aspirant Ward Representative at Makutano (Ward 2013-),,8286
Same,PETER KOTUT SIMOTWO,,Elgon (ward),,A6B8E331-E76B-E211-A5C8-005056870012,Peter Kotut Simotwo,,,http://info.mzalendo.com/person/peter-kotut-simotwo/,Independent Aspirant,Aspirant Ward Representative at Elgon (Ward 2013-),,4669
Same,IBRAHIM KONES,,Elgon (ward),,767789F5-F36B-E211-A5C8-005056870012,Ibrahim Kones,,,http://info.mzalendo.com/person/ibrahim-kones/,Independent Aspirant,Aspirant Ward Representative at Elgon (Ward 2013-),,4667
Same,FRANCIS BIRKO NDIWA,,Elgon (ward),,61481692-EA6B-E211-A5C8-005056870012,Francis Birko Ndiwa,,,http://info.mzalendo.com/person/francis-birko-ndiwa/,Independent Aspirant,Aspirant Ward Representative at Elgon (Ward 2013-),,4666
Same,JULIUS NDIWA MASARANJA,,Elgon (ward),,86F93A29-E86B-E211-A5C8-005056870012,Julius Ndiwa Masaranja,,,http://info.mzalendo.com/person/julius-ndiwa-masaranja/,Independent Aspirant,Aspirant Ward Representative at Elgon (Ward 2013-),,4668
Same,CHARLES KAMAU WANGUHU,,Kileleshwa (ward),,1BABD598-A86C-E211-A5C8-005056870012,Charles Kamau Wanguhu,,,http://info.mzalendo.com/person/charles-kamau-wanguhu/,Independent Aspirant,Aspirant Ward Representative at Kileleshwa (Ward 2013-),,12650
Same,EDWIN MURIITHI NJIRU,KENYA NATIONAL CONGRESS,Central (ward),,FA7E87F4-8569-E211-B91E-005056870012,Edwin Muriithi Njiru,,,http://info.mzalendo.com/person/edwin-muriithi-njiru/,Kenya National Congress,Aspirant Ward Representative at Central (Ward 2013-),,12912
Different,PETER CRISPUS MURIITHI,MWANGAZA PARTY,Central (ward),,328995D5-C766-E211-A3B9-00505687000D,Peter Gichohi Muriithi,,,http://info.mzalendo.com/person/peter-muriithi/,National Rainbow Coalition,,,230
Same,DENNIS OMONDI OLAANYA,,Sarang'ombe (ward),,06F6B91C-B36E-E211-A5C8-005056870012,Dennis Omondi Olaanya,,,http://info.mzalendo.com/person/dennis-omondi-olaanya/,Independent Aspirant,Aspirant Ward Representative at Sarang'ombe (Ward 2013-),,12662
Same,GILBERT KILAINI GIBENDI,,Kabwareng (ward),,A1245A9C-236D-E211-A5C8-005056870012,Gilbert Kilaini Gibendi,,,http://info.mzalendo.com/person/gilbert-kilaini-gibendi/,Independent Aspirant,Aspirant Ward Representative at Kabwareng (Ward 2013-),,5820
Same,ZEBEDEE WAGAI NYINGI,,Kayole South (ward),,10FEC018-396C-E211-A5C8-005056870012,Zebedee Wagai Nyingi,,,http://info.mzalendo.com/person/zebedee-wagai-nyingi/,Independent Aspirant,Aspirant Ward Representative at Kayole South (Ward 2013-),,6645
Same,ARTHUR SAMMY OMUYOYI MBOYIA,,Kayole South (ward),,A1174413-3A6C-E211-A5C8-005056870012,Arthur Sammy Omuyoyi Mboyia,,,http://info.mzalendo.com/person/arthur-sammy-omuyoyi-mboyia/,Independent Aspirant,Aspirant Ward Representative at Kayole South (Ward 2013-),,6646
Same,CHRISTOPHER NDIMBEI KALUU,,Masinga Central (ward),,07EE790B-B56B-E211-A5C8-005056870012,Christopher Ndimbei Kaluu,,,http://info.mzalendo.com/person/christopher-ndimbei-kaluu/,Independent Aspirant,Aspirant Ward Representative at Masinga Central (Ward 2013-),,8594
Same,PAUL MARITIM,,Mutarakwa (ward),,F581F7BA-546C-E211-A5C8-005056870012,Paul Maritim,,,http://info.mzalendo.com/person/paul-maritim/,Independent Aspirant,Aspirant Ward Representative at Mutarakwa (Ward 2013-),,9549
Same,JEREMIAH DIANGA ONYANGO,,Lambwe (ward),,D0CC99F3-A46C-E211-A5C8-005056870012,Jeremiah Dianga Onyango,,,http://info.mzalendo.com/person/jeremiah-dianga-onyango/,Independent Aspirant,Aspirant Ward Representative at Lambwe (Ward 2013-),,7763
Same,WILLIAM KARANJA KANG'ETHE,,Roysambu (ward),,E4A94FF6-1C6E-E211-A5C8-005056870012,William Karanja Kangethe,,,http://info.mzalendo.com/person/william-karanja-kangethe/,Independent Aspirant,Aspirant Ward Representative at Roysambu (Ward 2013-),,10839
Same,NICHOLAS KAMAU KAMUNYU,,Murarandia (ward),,4E4B5F07-D56B-E211-A5C8-005056870012,Nicholas Kamau Kamunyu,,,http://info.mzalendo.com/person/nicholas-kamau-kamunyu/,Independent Aspirant,Aspirant Ward Representative at Murarandia (Ward 2013-),,9498
Same,MICHAEL MWANGI WAINAINA,,Ruchu (ward),,5A1943DD-4E6C-E211-A5C8-005056870012,Michael Mwangi Wainaina,,,http://info.mzalendo.com/person/michael-mwangi-wainaina/,Independent Aspirant,Aspirant Ward Representative at Ruchu (Ward 2013-),,10849
Same,JOHN KWEMEI SONIT,,Kapkateny (ward),,4E79E113-E46B-E211-A5C8-005056870012,John Kwemei Sonit,,,http://info.mzalendo.com/person/john-kwemei-sonit/,Independent Aspirant,Aspirant Ward Representative at Kapkateny (Ward 2013-),,6256
Same,EDWARD NYUKURI KHAEMBA,,Kapkateny (ward),,EA43BE51-D56B-E211-A5C8-005056870012,Edward Nyukuri Khaemba,,,http://info.mzalendo.com/person/edward-nyukuri-khaemba/,Independent Aspirant,Aspirant Ward Representative at Kapkateny (Ward 2013-),,6257
Same,TOM NYAROO GESORA,,Kayole North (ward),,0E0480BF-386C-E211-A5C8-005056870012,Tom Nyaroo Gesora,,,http://info.mzalendo.com/person/tom-nyaroo-gesora/,Independent Aspirant,Aspirant Ward Representative at Kayole North (Ward 2013-),,6632
Same,ALFANDERSON KIONGO CHEGE,,Kayole North (ward),,6D7F0127-386C-E211-A5C8-005056870012,Alfanderson Kiongo Chege,,,http://info.mzalendo.com/person/alfanderson-kiongo-chege/,Independent Aspirant,Aspirant Ward Representative at Kayole North (Ward 2013-),,6633
Same,EVA OKUMU ACHOCH,,Umoja II (ward),,FD05F302-9D6A-E211-A5C8-005056870012,Eva Okumu Achoch,,,http://info.mzalendo.com/person/eva-okumu-achoch/,Independent Aspirant,Aspirant Ward Representative at Umoja II (Ward 2013-),,11945
Same,JOHN THUITA MAINA,,Keekonyokie (ward),,DC07C811-8E6C-E211-A5C8-005056870012,John Thuita Maina,,,http://info.mzalendo.com/person/john-thuita-maina/,Independent Aspirant,Aspirant Ward Representative at Keekonyokie (Ward 2013-),,6669
Same,JOHN NDUNGU,,Viwandani (ward),,5E3AA634-E86A-E211-A5C8-005056870012,John Ndungu,,,http://info.mzalendo.com/person/john-ndungu/,Independent Aspirant,Aspirant Ward Representative at Viwandani (Ward 2013-),,12686
Same,COSMAS KIPROTICH KOMEN,,Chepkorio (ward),,903376AA-286D-E211-A5C8-005056870012,Cosmas Kiprotich Komen,,,http://info.mzalendo.com/person/cosmas-kiprotich-komen/,Independent Aspirant,Aspirant Ward Representative at Chepkorio (Ward 2013-),,4226
Same,SAMWEL MUTURI GICHUKI,REPUBLICAN LIBERTY PARTY,Dandora Area II (ward),,6ED6EC00-726C-E211-A5C8-005056870012,Samwel Muturi Gichuki,,,http://info.mzalendo.com/person/samwel-muturi-gichuki/,Independent Aspirant,Aspirant Ward Representative at Dandora Area II (Ward 2013-),,4453
Same,STANLEY MWANGI MUCHOKI,,Kahumbu (ward),,2C511AF3-7F6B-E211-A5C8-005056870012,Stanley Mwangi Muchoki,,,http://info.mzalendo.com/person/stanley-mwangi-muchoki/,Independent Aspirant,Aspirant Ward Representative at Kahumbu (Ward 2013-),,5899
Same,MAHAMOUD KIPLAGAT,,Kipkenyo (ward),,220E4DB3-A06C-E211-A5C8-005056870012,Mahamoud Kiplagat,,,http://info.mzalendo.com/person/mahamoud-kiplagat/,Independent Aspirant,Aspirant Ward Representative at Kipkenyo (Ward 2013-),,7207
Same,KITAVI MBUVI,,Ikutha (ward),,707DE041-CF6E-E211-A5C8-005056870012,Kitavi Mbuvi,,,http://info.mzalendo.com/person/kitavi-mbuvi/,Independent Aspirant,Aspirant Ward Representative at Ikutha (Ward 2013-),,5509
Same,DANIEL MOKORO MUNGA,,Ichuni (ward),,705B2452-6C6D-E211-A5C8-005056870012,Daniel Mokoro Munga,,,http://info.mzalendo.com/person/daniel-mokoro-munga/,Independent Aspirant,Aspirant Ward Representative at Ichuni (Ward 2013-),,5385
Same,OPILI OSUUKU LINUS,KENYA NATIONAL CONGRESS,Chakol South (ward),,F17E87F4-8569-E211-B91E-005056870012,Opili Osuuku Linus,,,http://info.mzalendo.com/person/opili-osuuku-linus/,Kenya National Congress,Aspirant Ward Representative at Chakol North (Ward 2013-),,4094
Same,JOHN NJUGUNA GIKONYO,,Karau (ward),,14EF70F8-DF6A-E211-A5C8-005056870012,John Njuguna Gikonyo,,,http://info.mzalendo.com/person/john-njuguna-gikonyo/,Independent Aspirant,Aspirant Ward Representative at Karau (Ward 2013-),,6448
Same,SIMON NDURU NGINYA,,Githobokoni (ward),,0520CB20-736C-E211-A5C8-005056870012,Simon Nduru Nginya,,,http://info.mzalendo.com/person/simon-nduru-nginya/,Independent Aspirant,Aspirant Ward Representative at Githobokoni (Ward 2013-),,5149
Same,PENINA NDUTA MUNGAI,,Hospital (ward),,1B381458-8F6B-E211-A5C8-005056870012,Penina Nduta Mungai,,,http://info.mzalendo.com/person/penina-nduta-mungai/,Independent Aspirant,Aspirant Ward Representative at Hospital (Ward 2013-),,5331
Same,SOSPETER KARANJA NGURU,,Molo (ward),,979E398C-BB6E-E211-A5C8-005056870012,Sospeter Karanja Nguru,,,http://info.mzalendo.com/person/sospeter-karanja-nguru/,Independent Aspirant,Aspirant Ward Representative at Molo (Ward 2013-),,9178
Same,JOHN KAMAU MAINA,,Kiamaiko (ward),,E4812906-866C-E211-A5C8-005056870012,John Kamau Maina,,,http://info.mzalendo.com/person/john-kamau-maina/,Independent Aspirant,Aspirant Ward Representative at Kiamaiko (Ward 2013-),,12711
Same,RAIA ATHUMAN MKUNGU,,Ramisi (ward),,32D386DE-7A6B-E211-A5C8-005056870012,Raia Athuman Mkungu,,,http://info.mzalendo.com/person/raia-athuman-mkungu/,Independent Aspirant,Aspirant Ward Representative at Ramisi (Ward 2013-),,10730
Same,ABDIRAZAK AHAMED ABDULLAHI,,Eastleigh North (ward),,162B4B81-F96D-E211-A5C8-005056870012,Abdirazak Ahamed Abdullahi,,,http://info.mzalendo.com/person/abdirazak-ahamed-abdullahi/,Independent Aspirant,Aspirant Ward Representative at Eastleigh North (Ward 2013-),,4584
Same,JAMES METOBO ARAKA,,Tabaka (ward),,9B50A67D-0B6A-E211-B91E-005056870012,James Metobo Araka,,,http://info.mzalendo.com/person/james-metobo-araka/,Independent Aspirant,Aspirant Ward Representative at Tabaka (Ward 2013-),,11525
Same,BERNARD GATHIRA MAINA,,Ruai (ward),,DE07C811-8E6C-E211-A5C8-005056870012,Bernard Gathira Maina,,,http://info.mzalendo.com/person/bernard-gathira-maina/,Independent Aspirant,Aspirant Ward Representative at Ruai (Ward 2013-),,12735
Same,PAUL CHELUGUI LELEI,,Kapsaos (ward),,A7753F04-046A-E211-B91E-005056870012,Paul Chelugui Lelei,,,http://info.mzalendo.com/person/paul-chelugui-lelei/,Independent Aspirant,Aspirant Ward Representative at Kapsaos (Ward 2013-),,6335
Same,DORA ATHIENO ONGUYA,,Central Gem (ward),,06C89C1E-376C-E211-A5C8-005056870012,Dora Athieno Onguya,,,http://info.mzalendo.com/person/dora-athieno-onguya/,Independent Aspirant,Aspirant Ward Representative at Central Gem (Ward 2013-),,4034
Same,PETER GAKENGE MUGO,,Township (ward),,98ABF64C-876C-E211-A5C8-005056870012,Peter Gakenge Mugo,,,http://info.mzalendo.com/person/peter-gakenge-mugo/,Independent Aspirant,Aspirant Ward Representative at Township (Ward 2013-),,11830
Same,BATRAN AHMED HASSAN,MZALENDO SABA SABA PARTY,Township (ward),,0D834947-7C6C-E211-A5C8-005056870012,Batran Ahmed Hassan,,,http://info.mzalendo.com/person/batran-ahmed-hassan/,Mzalendo Saba Saba Party,Aspirant Ward Representative at Iftin (Ward 2013-),,5433
Same,REUBEN RATEMO OMBATI,UNITED DEMOCRATIC FORUM PARTY,Bobasi Chache (ward),,AD15900D-F371-E211-A589-005056870012,Reuben Ratemo Ombati,,,http://info.mzalendo.com/person/reuben-ratemo-ombati/,United Democratic Forum Party (UDF),Aspirant Ward Representative at Basi Central (Ward 2013-),,3423
Same,WENSLAUS JOHN LUSABE,,Malakisi / South Kulisiru (ward),,9A1DDF99-EC6D-E211-A5C8-005056870012,Wenslaus John Lusabe,,,http://info.mzalendo.com/person/wenslaus-john-lusabe/,Independent Aspirant,Aspirant Ward Representative at Malakisi / South Kulisiru (Ward 2013-),,8333
Same,KERONGO MONG'ARE,,Monyerero (ward),,46F06F43-FB6A-E211-A5C8-005056870012,Kerongo Mong'Are,,,http://info.mzalendo.com/person/kerongo-mongare/,Independent Aspirant,Aspirant Ward Representative at Monyerero (Ward 2013-),,9186
Same,JOHN NGURE MUTHONDU,,Kihara (ward),,629F7DC0-AD6B-E211-A5C8-005056870012,John Ngure Muthondu,,,http://info.mzalendo.com/person/john-ngure-muthondu/,Independent Aspirant,Aspirant Ward Representative at Kihara (Ward 2013-),,6922
Same,JULIUS MURIITHI WANJOHI,,Thegu River (ward),,72F3C7A0-956B-E211-A5C8-005056870012,Julius Muriithi Wanjohi,,,http://info.mzalendo.com/person/julius-muriithi-wanjohi/,Independent Aspirant,Aspirant Ward Representative at Thegu River (Ward 2013-),,11677
Same,KENNETH MACHARIA GITHU,,Wangu (ward),,2E2E2C32-886B-E211-A5C8-005056870012,Kenneth Macharia Githu,,,http://info.mzalendo.com/person/kenneth-macharia-githu/,Independent Aspirant,Aspirant Ward Representative at Wangu (Ward 2013-),,12168
Same,EUSTACE NDEKE KAMUNDI,,Mugwe (ward),,1BB7532D-F46A-E211-A5C8-005056870012,Eustace Ndeke Kamundi,,,http://info.mzalendo.com/person/eustace-ndeke-kamundi/,Independent Aspirant,Aspirant Ward Representative at Mugwe (Ward 2013-),,9371
Same,KENNEDY ONGIRO MOGIRE,,Kisii Central (ward),,8E52FF8A-9E6C-E211-A5C8-005056870012,Kennedy Ongiro Mogire,,,http://info.mzalendo.com/person/kennedy-ongiro-mogire/,Independent Aspirant,Aspirant Ward Representative at Kisii Central (Ward 2013-),,7324
Same,JAMES NETIA SHITAWA,,Mumias Central (ward),,A7A085C0-326C-E211-A5C8-005056870012,James Netia Shitawa,,,http://info.mzalendo.com/person/james-netia-shitawa/,Independent Aspirant,Aspirant Ward Representative at Mumias Central (Ward 2013-),,9460
Same,VIRGINIA W KANGETHE,UNITED REPUBLICAN PARTY,Mugumo - Ini (ward),,618BFCC8-3569-E211-9497-005056870012,Virginia W Kangethe,,,http://info.mzalendo.com/person/virginia-w-kangethe/,United Republican Party (URP),Aspirant Ward Representative at Mugumo - Ini (Ward 2013-),,12745
Same,GEORGE KOLA OTIENO,THE INDEPENDENT PARTY,Mugumo - Ini (ward),,EFDF17B8-B76A-E211-A5C8-005056870012,George Kola Otieno,,,http://info.mzalendo.com/person/george-kola-otieno/,The Independent Party,Aspirant Ward Representative at Mugumo - Ini (Ward 2013-),,12746
Same,ODHIAMBO PETER OPUODHO,WIPER DEMOCRATIC MOVEMENT- KENYA,Mugumo - Ini (ward),,38B6EA99-DB69-E211-B91E-005056870012,Odhiambo Peter Opuodho,,,http://info.mzalendo.com/person/odhiambo-peter-opuodho/,Wiper democratic Movement Kenya,Aspirant Ward Representative at Mugumo - Ini (Ward 2013-),,12747
Same,ALEX OUDA OTIENO,ORANGE DEMOCRATIC MOVEMENT,Mugumo - Ini (ward),,26A58C17-DC6A-E211-A5C8-005056870012,Alex Ouda Otieno,,,http://info.mzalendo.com/person/alex-ouda-otieno/,Orange Democratic Movement,Aspirant Ward Representative at Mugumo - Ini (Ward 2013-),,12750
Same,GEOFFREY MBUGUA KARIUKI,THE NATIONAL ALLIANCE,Mugumo - Ini (ward),,EDADC473-A067-E211-8158-00505687000D,Geoffrey Mbugua Kariuki,,,http://info.mzalendo.com/person/geoffrey-mbugua-kariuki/,The National Alliance (TNA),Aspirant Ward Representative at Mugumo - Ini (Ward 2013-),,12751
Same,LANGAT KIPNGENO MATHEWS,REPUBLICAN CONGRESS PARTY OF KENYA,Mugumo - Ini (ward),,90A8EE8A-9567-E211-8158-00505687000D,Langat Kipngeno Mathews,,,http://info.mzalendo.com/person/langat-kipngeno-mathews/,Independent Aspirant,Aspirant Ward Representative at Mugumo - Ini (Ward 2013-),,12752
Same,GEORGE OUMA ONDIEGE,KENYA AFRICAN NATIONAL UNION,Mugumo - Ini (ward),,CEF2FEC9-DB66-E211-A3B9-00505687000D,George Ouma Ondiege,,,http://info.mzalendo.com/person/george-ouma-ondiege/,Kenya African National Union,Aspirant Ward Representative at Mugumo - Ini (Ward 2013-),,12753
Same,SIMEON MOSORORI,REPUBLICAN LIBERTY PARTY,Mugumo - Ini (ward),,169FF0B0-976C-E211-A5C8-005056870012,Simeon Mosorori,,,http://info.mzalendo.com/person/simeon-mosorori/,Independent Aspirant,Aspirant Ward Representative at Mugumo - Ini (Ward 2013-),,12754
Same,RICHARD NYANGAU NYAMASEGE,FORD-PEOPLE,Mugumo - Ini (ward),,DE57D188-F366-E211-A3B9-00505687000D,Richard Nyanga'U Nyamasege,,,http://info.mzalendo.com/person/richard-nyangau-nyamasege/,Ford People,Aspirant Ward Representative at Mugumo - Ini (Ward 2013-),,12755
Same,JOSEPH MATHENGE KABIRU,UNITED DEMOCRATIC FORUM PARTY,Mugumo - Ini (ward),,FA3E965E-4E6C-E211-A5C8-005056870012,Joseph Mathenge Kabiru,,,http://info.mzalendo.com/person/joseph-mathenge-kabiru/,United Democratic Forum Party (UDF),Aspirant Ward Representative at Mugumo - Ini (Ward 2013-),,12756
Same,PAUL KIPYEGON BETT,,Chepchabas (ward),,84B39052-736B-E211-A5C8-005056870012,Paul Kipyegon Bett,,,http://info.mzalendo.com/person/paul-kipyegon-bett/,Independent Aspirant,Aspirant Ward Representative at Chepchabas (Ward 2013-),,4214
Same,OKONGO KIMARI ORLALE,,Mountain View (ward),,4EF4D087-AB6C-E211-A5C8-005056870012,Okongo Kimari Orlale,,,http://info.mzalendo.com/person/okongo-kimari-orlale/,Independent Aspirant,Aspirant Ward Representative at Mountain View (Ward 2013-),,9238
Same,DAVID NJAGE OKELLO,,Railways (ward),,B004D4C3-186A-E211-B91E-005056870012,David Njage Okello,,,http://info.mzalendo.com/person/david-njage-okello/,Independent Aspirant,Aspirant Ward Representative at Railways (Ward 2013-),,10726
Same,WILLIAM NJOROGE THIGA,,Flamingo (ward),,22F12396-426C-E211-A5C8-005056870012,William Njoroge Thiga,,,http://info.mzalendo.com/person/william-njoroge-thiga/,Independent Aspirant,Aspirant Ward Representative at Flamingo (Ward 2013-),,4853
Same,JULIUS TARIT KAPSONGE,,Kaptama (ward),,8CC71225-E26B-E211-A5C8-005056870012,Julius Tarit Kapsonge,,,http://info.mzalendo.com/person/julius-tarit-kapsonge/,Independent Aspirant,Aspirant Ward Representative at Kaptama (Ward 2013-),,6379
Same,PETER CHERUI NDIEMA,,Kaptama (ward),,8381EA43-DF6B-E211-A5C8-005056870012,Peter Cherui Ndiema,,,http://info.mzalendo.com/person/peter-cherui-ndiema/,Independent Aspirant,Aspirant Ward Representative at Kaptama (Ward 2013-),,6378
Same,FARUK LALI FARUK,REPUBLICAN CONGRESS PARTY OF KENYA,Sokoni (ward),,27ACDF71-9567-E211-8158-00505687000D,Faruk Lali Faruk,,,http://info.mzalendo.com/person/faruk-lali-faruk/,Independent Aspirant,Aspirant Ward Representative at Sokoni (Ward 2013-),,11349
Same,JOE KIPKOSGEI ELIUD TOMNO,,Metkei (ward),,6AB4D773-396D-E211-A5C8-005056870012,Joe Kipkosgei Eliud Tomno,,,http://info.mzalendo.com/person/joe-kipkosgei-eliud-tomno/,Independent Aspirant,Aspirant Ward Representative at Metkei (Ward 2013-),,8939
Same,FRANCIS MWANGI WANJAU,,Nakuru East (ward),,78153BE8-3D6C-E211-A5C8-005056870012,Francis Mwangi Wanjau,,,http://info.mzalendo.com/person/francis-mwangi-wanjau/,Independent Aspirant,Aspirant Ward Representative at Nakuru East (Ward 2013-),,9845
Same,GEOFFREY KIMANI KAMAU,,Bahati (ward),,CAA00F8E-A36C-E211-A5C8-005056870012,Geoffrey Kimani Kamau,,,http://info.mzalendo.com/person/geoffrey-kimani-kamau/,Independent Aspirant,Aspirant Ward Representative at Bahati (Ward 2013-),,3311
Same,JOEL KIPRONO A. ROP,,Mogogosiek (ward),,8BAB4B15-6D6B-E211-A5C8-005056870012,Joel Kiprono A. Rop,,,http://info.mzalendo.com/person/joel-kiprono-a-rop/,Independent Aspirant,Aspirant Ward Representative at Mogogosiek (Ward 2013-),,9143
Same,JULIUS MWOVA KITHEKA,,Ngomeni (ward),,8017772C-FB6D-E211-A5C8-005056870012,Julius Mwova Kitheka,,,http://info.mzalendo.com/person/julius-mwova-kitheka/,Independent Aspirant,Aspirant Ward Representative at Ngomeni (Ward 2013-),,10110
Same,JAMES MONG'ARE KIBETI,,Kegogi (ward),,661D9C70-BB6B-E211-A5C8-005056870012,James Mong'Are Kibeti,,,http://info.mzalendo.com/person/james-mongare-kibeti/,Independent Aspirant,Aspirant Ward Representative at Kegogi (Ward 2013-),,6684
Same,CHEMITEI KIMUTAI,,Kapchemutwa (ward),,6BA8A4B7-0B6E-E211-A5C8-005056870012,Chemitei Kimutai,,,http://info.mzalendo.com/person/chemitei-kimutai/,Independent Aspirant,Aspirant Ward Representative at Kapchemutwa (Ward 2013-),,6225
Same,BENSON OMAMBIA BASWETI,,Boochi Borabu (ward),,468FF11A-686C-E211-A5C8-005056870012,Benson Omambia Basweti,,,http://info.mzalendo.com/person/benson-omambia-basweti/,Independent Aspirant,Aspirant Ward Representative at Boochi Borabu (Ward 2013-),,3706
Same,CRISPUS MBAI NDUNGU,,Mutu - ini (ward),,CC3DF4F4-676C-E211-A5C8-005056870012,Crispus Mbai Ndungu,,,http://info.mzalendo.com/person/crispus-mbai-ndungu/,Independent Aspirant,Aspirant Ward Representative at Mutu - ini (Ward 2013-),,9645
Same,ALPHONCE MUKWAYU MUSYIMI,,Kyome / Thaana (ward),,7A16B759-A76C-E211-A5C8-005056870012,Alphonce Mukwayu Musyimi,,,http://info.mzalendo.com/person/alphonce-mukwayu-musyimi/,Independent Aspirant,Aspirant Ward Representative at Kyome / Thaana (Ward 2013-),,7719
Same,CHRISPINUS PATTY OUMA,,Bunyala West (ward),,78295FED-9D6E-E211-A5C8-005056870012,Chrispinus Patty Ouma,,,http://info.mzalendo.com/person/chrispinus-patty-ouma/,Independent Aspirant,Aspirant Ward Representative at Bunyala West (Ward 2013-),,3901
Same,AMOS NG'ANG'A WAMBIRA,,Mwihoko (ward),,E0A66B18-F16A-E211-A5C8-005056870012,Amos Ng'Ang'A Wambira,,,http://info.mzalendo.com/person/amos-nganga-wambira/,Independent Aspirant,Aspirant Ward Representative at Mwihoko (Ward 2013-),,9748
Same,DANIEL KAMAU WAWERU,,Githiga (ward),,174DB4F7-A76B-E211-A5C8-005056870012,Daniel Kamau Waweru,,,http://info.mzalendo.com/person/daniel-kamau-waweru/,Independent Aspirant,Aspirant Ward Representative at Githiga (Ward 2013-),,5136
Same,DANSON MWAURA MWANGI,,Nyakio (ward),,93FC420E-296C-E211-A5C8-005056870012,Danson Mwaura Mwangi,,,http://info.mzalendo.com/person/danson-mwaura-mwangi/,Independent Aspirant,Aspirant Ward Representative at Nyakio (Ward 2013-),,10394
Same,NICHOLAS KIMANI MUNGAI,,Pumwani (ward),,68CB12F8-F66D-E211-A5C8-005056870012,Nicholas Kimani Mungai,,,http://info.mzalendo.com/person/nicholas-kimani-mungai/,Independent Aspirant,Aspirant Ward Representative at Pumwani (Ward 2013-),,10694
Same,DAVID NJOROGE IRUNGU,,Nanyuki (ward),,A74756B4-DB6A-E211-A5C8-005056870012,David Njoroge Irungu,,,http://info.mzalendo.com/person/david-njoroge-irungu/,Independent Aspirant,Aspirant Ward Representative at Nanyuki (Ward 2013-),,9905
