Place Name,Place Type,Race Type,Old?,Alternative Names To Add,Existing Aspirant Person URL,Existing Aspirant Position ID,Existing Aspirant Person ID,Existing Aspirant External ID,Existing Aspirant Legal Name,Existing Aspirant Other Names,API Normalized Name,API Code,Action
,,,,,,,,,,,,,
RONGO,Constituency,National Assembly Rep.,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,http://localhost:8000/person/asher-obuola-dande/,10293,2693,C0A30DF3-9E67-E211-8158-00505687000D,Asher Obuola Dande,,ASHER OBUOLA DANDE,C0A30DF3-9E67-E211-8158-00505687000D,
,,,,,http://localhost:8000/person/dalmas-otieno-anyango/,10299,2696,263C2F9C-B26B-E211-A5C8-005056870012,Dalmas Otieno Anyango,,DALMAS OTIENO ANYANGO,263C2F9C-B26B-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/eric-otieno-amuka/,10301,2697,1611B438-D866-E211-A3B9-00505687000D,Eric Otieno Amuka,,ERIC OTIENO AMUKA,1611B438-D866-E211-A3B9-00505687000D,
,,,,,http://localhost:8000/person/odalo-makojuando-abuor/,10303,2698,FBB0F1BC-AF6B-E211-A5C8-005056870012,Odalo Mak'Ojuando Abuor,,ODALO MAK'OJUANDO ABUOR,FBB0F1BC-AF6B-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/oluoch-adis/,10297,2695,4CFCCB61-396C-E211-A5C8-005056870012,Oluoch Adis,,OLUOCH ADIS,4CFCCB61-396C-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/thomas-mboya-kwanga/,10295,2694,1043B808-B36B-E211-A5C8-005056870012,Thomas Mboya Kwanga,,THOMAS MBOYA KWANGA,1043B808-B36B-E211-A5C8-005056870012,
,,,Old,Dalmas Otieno Anyango,http://localhost:8000/person/dalmas-otieno/,5661,130,,Dalmas Anyango Otieno,Dalmas Otieno,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
TARBAJ,Constituency,National Assembly Rep.,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,http://localhost:8000/person/abdi-abdullahi-idris/,10601,2847,CC50BC2D-3669-E211-9497-005056870012,Abdi Abdullahi Idris,,ABDI ABDULLAHI IDRIS,CC50BC2D-3669-E211-9497-005056870012,
,,,,,http://localhost:8000/person/mahat-ahmed-dore/,10599,2846,426818EE-8569-E211-B91E-005056870012,Mahat Ahmed Dore,,MAHAT AHMED DORE,426818EE-8569-E211-B91E-005056870012,
,,,,,http://localhost:8000/person/mohamed-ibrahim-elmi/,10603,2848,8AA169E6-C36B-E211-A5C8-005056870012,Mohamed Ibrahim Elmi,,MOHAMED IBRAHIM ELMI,8AA169E6-C36B-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/ugas-sheikh-mohamed/,10597,2845,95838050-9F67-E211-8158-00505687000D,Ugas Sheikh Mohamed,,UGAS SHEIKH MOHAMED,95838050-9F67-E211-8158-00505687000D,
,,,Old,Mohamed Ibrahim Elmi,http://localhost:8000/person/Mohamed-Elmi/,5633,82,,Mohamed Ibrahim Elmi,,,,
